Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,190,212,204,271,358,410,415,490
  └─ Sales Growth %,,11.78%,-4.11%,33.21%,32.07%,14.32%,1.36%,18.04%
Expenses,158,170,152,214,277,314,333,383
  └─ Material Cost %,33.56%,32.10%,29.96%,33.14%,30.63%,28.09%,29.03%,29.29%
    └─ Raw material cost,69,71,59,98,129,129,121,145
    └─ Change in inventory,-5,-3,2,-8,-20,-14,-1,-1
  └─ Manufacturing Cost %,31.37%,29.63%,26.84%,28.84%,29.58%,31.73%,31.63%,0.00%
  └─ Employee Cost %,11.64%,11.75%,12.35%,11.18%,10.14%,10.66%,11.49%,10.97%
  └─ Other Cost %,6.82%,6.50%,5.67%,5.75%,6.85%,6.11%,7.98%,37.92%
Operating Profit,32,43,51,57,82,96,82,107
OPM %,17%,20%,25%,21%,23%,23%,20%,22%
Other Income,0,-1,4,4,9,6,10,22
  └─ Exceptional items,-0.83,-1.40,0.09,-0.06,0.15,0.02,0.83,-0.22
  └─ Other income normal,1.01,0.52,3.77,3.88,8.98,5.73,9.16,22.48
Interest,6,8,8,12,21,24,30,30
Depreciation,8,11,16,16,19,25,30,34
Profit before tax,17,22,30,33,51,53,33,66
Tax %,44%,23%,22%,27%,27%,26%,27%,26%
Net Profit,10,17,23,24,37,39,24,49
  └─ Exceptional items AT,-1,-1,0,-0,0,0,1,-0
  └─ Profit excl Excep,10,18,23,24,37,39,23,49
  └─ Profit for PE,10,18,23,24,37,39,23,49
  └─ Profit for EPS,10,17,23,24,37,39,24,49
  └─ Profit Growth %,,75%,30%,2%,56%,6%,-41%,112%
EPS in Rs,9.50,15.74,21.79,22.18,34.72,36.54,22.02,41.52
Dividend Payout %,-0%,6%,5%,5%,4%,4%,-0%,-0%
