Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,1717,2063,2153,1859,1934,2080,2519,2842,3012,3557,4151,4141
  └─ Sales Growth %,16.98%,20.14%,4.37%,-13.67%,4.07%,7.54%,21.11%,12.81%,5.97%,18.11%,16.71%,-0.24%
Expenses,1468,1646,1828,1696,1778,1897,2141,2403,2556,2995,3616,3749
  └─ Material Cost %,55.13%,50.69%,53.71%,56.16%,53.31%,54.78%,50.41%,47.61%,45.18%,42.56%,44.54%,45.68%
    └─ Raw material cost,1009,1092,1130,1111,1036,1108,1405,1439,1426,1726,1878,1844
    └─ Change in inventory,-63,-47,26,-67,-5,31,-135,-86,-66,-212,-28,48
  └─ Manufacturing Cost %,15.92%,16.71%,18.55%,21.68%,22.72%,21.20%,21.89%,19.55%,19.62%,22.01%,20.65%,0.00%
  └─ Employee Cost %,4.65%,5.13%,5.77%,6.82%,7.46%,7.12%,6.31%,6.72%,8.89%,8.79%,10.42%,12.46%
  └─ Other Cost %,9.80%,7.26%,6.88%,6.58%,8.46%,8.08%,6.36%,10.68%,11.18%,10.85%,11.50%,32.40%
Operating Profit,249,417,325,163,156,183,379,439,455,562,535,392
OPM %,14%,20%,15%,9%,8%,9%,15%,15%,15%,16%,13%,9%
Other Income,39,48,103,99,10,-44,32,135,30,41,38,70
  └─ Exceptional items,-25,-0,-1,-0,0,-99,-4,2,1,-3,-1,0
  └─ Other income normal,64,48,105,100,10,55,36,134,30,44,39,70
Interest,65,55,42,35,36,39,28,47,62,70,123,136
Depreciation,16,30,33,33,35,43,43,41,65,83,117,159
Profit before tax,207,379,353,194,95,57,340,486,359,450,334,166
Tax %,30%,34%,34%,36%,37%,-29%,27%,26%,23%,25%,26%,24%
Net Profit,146,251,232,125,60,73,249,359,277,338,246,127
  └─ Minority share,-0,0,0,1,0,1,2,0,0,0,0,0
  └─ Exceptional items AT,-14,-0,-1,-0,0,-80,-3,1,0,-2,-1,0
  └─ Profit excl Excep,160,251,233,126,60,153,252,357,276,340,247,127
  └─ Profit for PE,159,251,233,126,60,154,254,357,276,340,247,127
  └─ Profit for EPS,146,251,232,126,60,74,251,359,277,338,246,127
  └─ Profit Growth %,43%,58%,-7%,-46%,-52%,155%,65%,41%,-23%,23%,-27%,-49%
EPS in Rs,7.38,12.74,11.76,6.39,3.05,3.74,12.70,18.17,13.97,17.06,12.42,6.40
Dividend Payout %,0%,3%,7%,13%,20%,16%,12%,11%,14%,13%,16%,23%
