Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,375,338,491,493,494,530,623
  └─ Sales Growth %,,-9.69%,45.06%,0.38%,0.20%,7.39%,17.46%
Expenses,288,210,400,495,455,471,535
  └─ Material Cost %,56%,36%,56%,70%,61%,52%,53%
    └─ Raw material cost,214,151,290,416,265,319,373
    └─ Change in inventory,-5,-28,-13,-73,37,-46,-45
  └─ Manufacturing Cost %,9%,12%,11%,15%,14%,15%,0%
  └─ Employee Cost %,7%,8%,6%,7%,8%,8%,8%
  └─ Other Cost %,5%,6%,8%,8%,9%,15%,25%
Operating Profit,86,128,91,-3,39,59,88
OPM %,23%,38%,19%,-1%,8%,11%,14%
Other Income,-9,1,1,0,1,0,1
  └─ Exceptional items,-10.28,0.00,-0.02,-0.01,-0.01,-0.01,-3.51
  └─ Other income normal,1.03,1.05,1.44,0.34,0.78,0.33,4.75
Interest,5,1,4,14,16,21,28
Depreciation,9,14,15,18,20,21,28
Profit before tax,63,114,73,-34,4,17,33
Tax %,24%,26%,27%,-19%,-8%,24%,23%
Net Profit,48,85,54,-27,4,13,26
  └─ Minority share,0,0,0,0,0,0,0
  └─ Exceptional items AT,-8,0,-0,-0,-0,0,-3
  └─ Profit excl Excep,56,85,54,-27,4,13,28
  └─ Profit for PE,56,85,54,-27,4,13,28
  └─ Profit for EPS,48,85,54,-27,4,13,26
  └─ Profit Growth %,,52%,-37%,-151%,116%,185%,126%
EPS in Rs,55.98,98.99,62.75,-31.78,5.15,14.71,30.08
Dividend Payout %,2%,2%,2%,0%,0%,0%,0%
