Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,2193,2457,3053,3532,3816,4127,4582
  └─ Sales Growth %,,,12.08%,24.22%,15.70%,8.04%,8.15%,11.04%
Expenses,9,655,602,663,874,915,989,1074
  └─ Material Cost %,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.02%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.84
  └─ Manufacturing Cost %,,8.95%,9.13%,10.90%,12.42%,14.84%,14.71%,0.00%
  └─ Employee Cost %,,1.72%,0.92%,0.75%,1.67%,1.53%,1.53%,1.47%
  └─ Other Cost %,,19.20%,14.46%,10.07%,10.67%,7.61%,7.73%,20.94%
Operating Profit,-9,1538,1855,2390,2658,2901,3137,3509
OPM %,,70%,75%,78%,75%,76%,76%,77%
Other Income,0,168,115,132,109,161,167,386
  └─ Exceptional items,0,36,10,13,14,29,13,177
  └─ Other income normal,0,132,104,119,95,132,154,209
Interest,0,382,645,829,976,1087,1329,1495
Depreciation,0,528,571,796,1128,885,1783,1266
Profit before tax,-9,796,754,896,662,1089,193,1134
Tax %,0%,4%,7%,1%,24%,11%,-742%,70%
Net Profit,-9,766,698,888,506,964,1624,339
  └─ Exceptional items AT,0,30,8,10,11,25,2,53
  └─ Profit excl Excep,-9,736,690,878,495,939,1623,286
  └─ Profit for PE,-9,736,690,878,495,939,1623,286
  └─ Profit for EPS,-9,766,698,888,506,964,1624,339
  └─ Profit Growth %,,7885%,-6%,27%,-44%,90%,73%,-82%
EPS in Rs,-0.12,9.92,7.37,9.37,5.34,10.17,17.14,3.57
Dividend Payout %,0%,243%,296%,235%,412%,213%,136%,718%
