Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,36.19,25.53,41.90,47.55,51.47,58.20,50.99
  └─ Sales Growth %,,-29.46%,64.12%,13.48%,8.24%,13.08%,-12.39%
Expenses,34.96,24.49,37.68,42.38,48.09,53.14,46.64
  └─ Material Cost %,44.63%,43.56%,45.92%,43.30%,44.41%,43.66%,41.91%
    └─ Raw material cost,17.19,11.45,19.19,20.52,25.49,23.93,22.99
    └─ Change in inventory,-1.04,-0.33,0.05,0.07,-2.63,1.48,-1.62
  └─ Manufacturing Cost %,22.35%,20.21%,20.31%,22.80%,25.04%,23.21%,0.00%
  └─ Employee Cost %,19.70%,23.38%,16.23%,15.31%,15.02%,14.78%,16.53%
  └─ Other Cost %,9.92%,8.77%,7.47%,7.72%,8.96%,9.66%,33.03%
Operating Profit,1.23,1.04,4.22,5.17,3.38,5.06,4.35
OPM %,3.40%,4.07%,10.07%,10.87%,6.57%,8.69%,8.53%
Other Income,0.59,0.56,0.64,0.72,3.28,0.91,1.17
  └─ Exceptional items,0.07,0.05,0.05,0.22,2.21,0.02,0.00
  └─ Other income normal,0.52,0.51,0.59,0.50,1.07,0.89,1.17
Interest,0.06,0.07,0.12,0.08,0.10,0.17,0.07
Depreciation,0.92,0.61,0.75,1.14,1.23,1.44,1.75
Profit before tax,0.84,0.92,3.99,4.67,5.33,4.36,3.70
Tax %,41.67%,39.13%,27.32%,30.84%,45.40%,5.96%,11.62%
Net Profit,0.49,0.56,2.90,3.23,2.91,4.11,3.27
  └─ Exceptional items AT,0.04,0.03,0.04,0.15,1.20,0.02,0.00
  └─ Profit excl Excep,0.45,0.53,2.86,3.08,1.71,4.09,3.27
  └─ Profit for PE,0.45,0.53,2.86,3.08,1.71,4.09,3.27
  └─ Profit for EPS,0.49,0.56,2.90,3.23,2.91,4.11,3.27
  └─ Profit Growth %,,17.78%,439.62%,7.69%,-44.48%,139.18%,-20.05%
EPS in Rs,6.48,7.41,38.36,42.72,38.49,54.37,43.25
Dividend Payout %,23.27%,20.36%,5.24%,4.71%,5.22%,4.62%,0.00%
