Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,359,613,672,594,668,830
  └─ Sales Growth %,,70.45%,9.61%,-11.61%,12.62%,24.16%
Expenses,310,520,557,494,559,687
  └─ Material Cost %,65%,64%,62%,64%,58%,60%
    └─ Raw material cost,222,409,473,344,460,497
    └─ Change in inventory,11,-20,-57,36,-70,5
  └─ Manufacturing Cost %,9%,8%,7%,8%,11%,0%
  └─ Employee Cost %,6%,5%,6%,7%,10%,9%
  └─ Other Cost %,6%,8%,8%,4%,5%,13%
Operating Profit,49,93,115,100,110,143
OPM %,14%,15%,17%,17%,16%,17%
Other Income,10,10,11,7,9,1
  └─ Exceptional items,0.00,0.06,0.04,0.00,0.43,0.00
  └─ Other income normal,10.08,10.27,11.00,7.41,8.33,1.29
Interest,16,14,16,15,59,56
Depreciation,12,19,20,16,50,55
Profit before tax,31,71,91,77,9,34
Tax %,30%,26%,25%,24%,32%,26%
Net Profit,21,52,68,58,6,25
  └─ Exceptional items AT,0,0,0,0,0,0
  └─ Profit excl Excep,21,52,68,58,6,25
  └─ Profit for PE,21,52,68,58,6,25
  └─ Profit for EPS,21,52,68,58,6,25
  └─ Profit Growth %,,143%,30%,-15%,-90%,333%
EPS in Rs,19.71,45.87,59.54,50.83,5.07,20.95
Dividend Payout %,3%,1%,1%,1%,10%,2%
