Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,182,224,209,272,295,332,316,350,391
  └─ Sales Growth %,,23.00%,-6.60%,30.10%,8.33%,12.49%,-4.80%,10.85%,11.47%
Expenses,163,206,198,257,276,310,282,315,355
  └─ Material Cost %,69%,54%,51%,61%,64%,68%,59%,62%,60%
    └─ Raw material cost,126,138,108,176,197,215,185,199,235
    └─ Change in inventory,-1,-15,-1,-10,-8,12,2,20,1
  └─ Manufacturing Cost %,7%,8%,9%,6%,6%,5%,6%,5%,0%
  └─ Employee Cost %,7%,8%,11%,7%,6%,6%,7%,8%,10%
  └─ Other Cost %,7%,21%,24%,20%,18%,14%,17%,14%,20%
Operating Profit,20,18,11,15,19,22,34,36,36
OPM %,11%,8%,5%,6%,6%,7%,11%,10%,9%
Other Income,1,0,1,1,1,1,1,2,6
  └─ Exceptional items,0.00,0.00,0.05,0.11,0.00,0.49,0.57,1.28,0.00
  └─ Other income normal,1.05,0.31,0.51,0.40,0.72,0.52,0.52,0.58,5.77
Interest,2,3,5,5,7,8,6,5,4
Depreciation,2,3,3,2,3,3,2,4,5
Profit before tax,16,12,4,8,9,13,27,29,32
Tax %,31%,26%,43%,38%,38%,43%,20%,26%,25%
Net Profit,12,11,3,6,8,18,33,25,25
  └─ Profit from Associates,0.58,1.28,0.92,1.41,2.36,10.89,10.93,4.30,1.07
  └─ Exceptional items AT,0.00,0.00,0.03,0.07,0.00,0.28,0.42,0.93,0.00
  └─ Profit excl Excep,11.92,10.55,3.23,6.29,7.98,17.97,32.15,24.41,25.32
  └─ Profit for PE,11.92,10.55,3.23,6.29,7.98,17.97,32.15,24.41,25.32
  └─ Profit for EPS,11.92,10.55,3.26,6.36,7.98,18.25,32.57,25.34,25.32
  └─ Profit Growth %,,-11.49%,-69.38%,94.74%,26.87%,125.19%,78.91%,-24.07%,3.73%
EPS in Rs,0.87,0.77,0.24,0.46,0.58,1.32,2.36,1.84,1.84
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%
