Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,308,347,427,512,621,661,673,779,974,1244,1487,1574
  └─ Sales Growth %,,12.43%,23.15%,19.98%,21.12%,6.46%,1.79%,15.81%,25.04%,27.71%,19.54%,5.89%
Expenses,251,307,357,415,493,556,480,584,762,956,1111,1169
  └─ Material Cost %,0.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Raw material cost,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,1.77%,2.29%,3.35%,2.81%,4.11%,6.48%,4.64%,4.43%,4.83%,4.58%,4.68%,0.00%
  └─ Employee Cost %,46.43%,52.82%,49.18%,48.57%,46.40%,51.82%,48.71%,52.51%,52.97%,50.51%,49.84%,47.15%
  └─ Other Cost %,33.01%,33.53%,31.03%,29.58%,28.90%,25.85%,18.08%,18.04%,20.41%,21.73%,20.18%,27.08%
Operating Profit,58,39,70,98,128,105,192,195,212,288,376,406
OPM %,19%,11%,16%,19%,21%,16%,29%,25%,22%,23%,25%,26%
Other Income,8,3,8,8,20,21,15,30,34,48,64,24
  └─ Exceptional items,0,-0,6,1,-0,-0,1,1,2,3,9,-43
  └─ Other income normal,8,3,2,7,20,21,14,28,32,45,54,67
Interest,2,4,5,5,9,11,6,3,4,4,5,5
Depreciation,4,4,5,6,6,20,20,18,25,28,33,37
Profit before tax,59,34,68,94,134,95,181,203,217,304,402,387
Tax %,21%,19%,25%,23%,23%,23%,30%,19%,19%,17%,22%,22%
Net Profit,46,28,51,73,102,73,126,164,176,252,315,301
  └─ Exceptional items AT,0,-0,4,0,-0,-0,1,1,1,2,7,-31
  └─ Profit excl Excep,46,28,47,72,102,73,126,163,175,249,308,332
  └─ Profit for PE,46,28,47,72,102,73,126,163,175,249,308,332
  └─ Profit for EPS,46,28,51,73,102,73,126,164,176,252,315,301
  └─ Profit Growth %,,-40%,68%,55%,41%,-29%,72%,30%,7%,42%,24%,8%
EPS in Rs,4.29,2.58,3.99,5.26,7.34,5.20,9.03,11.73,12.59,17.93,22.26,21.12
Dividend Payout %,14%,29%,18%,19%,20%,19%,19%,19%,20%,22%,22%,28%
