Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2182,2097,2246,2445,3070,2970,2881,3567,4909,4854,4287,4420
  └─ Sales Growth %,4.96%,-3.87%,7.09%,8.87%,25.53%,-3.24%,-2.98%,23.77%,37.63%,-1.12%,-11.67%,3.09%
Expenses,1593,1484,1607,1906,2406,2285,2220,2841,3663,3513,3134,3164
  └─ Material Cost %,34.91%,34.09%,33.04%,39.44%,39.92%,39.51%,39.65%,41.25%,42.08%,42.70%,40.53%,38.36%
    └─ Raw material cost,861,673,847,987,1418,1116,1135,1842,2041,1957,1661,1800
    └─ Change in inventory,-99,42,-105,-23,-193,58,8,-371,25,116,77,-105
  └─ Manufacturing Cost %,24.68%,23.40%,24.86%,23.25%,24.32%,22.33%,20.58%,18.86%,16.11%,15.92%,15.83%,6.81%
  └─ Employee Cost %,4.50%,4.89%,4.75%,4.63%,4.12%,4.53%,4.64%,3.91%,3.10%,3.54%,4.33%,4.49%
  └─ Other Cost %,8.93%,8.39%,8.90%,10.61%,10.01%,10.58%,12.18%,15.63%,13.33%,10.23%,12.40%,21.91%
Operating Profit,589,613,639,540,664,685,661,726,1245,1340,1154,1256
OPM %,27%,29%,28%,22%,22%,23%,23%,20%,25%,28%,27%,28%
Other Income,83,101,104,122,121,142,170,156,235,281,343,485
  └─ Exceptional items,6,61,7,9,43,34,35,1,11,8,17,-3
  └─ Other income normal,77,41,97,112,78,107,135,155,224,274,326,488
Interest,8,8,8,11,11,10,8,8,25,33,26,37
Depreciation,70,66,72,66,79,98,94,92,93,100,103,113
Profit before tax,594,641,662,585,694,719,730,781,1362,1488,1368,1592
Tax %,27%,29%,31%,24%,26%,18%,22%,21%,22%,24%,23%,20%
Net Profit,431,457,457,444,511,590,566,620,1056,1137,1060,1269
  └─ Minority share,0,0,-0,-0,-1,0,0,0,-1,-1,1,1
  └─ Exceptional items AT,4,43,5,7,31,28,26,1,8,6,14,-3
  └─ Profit excl Excep,426,414,452,437,480,563,540,619,1048,1131,1047,1272
  └─ Profit for PE,426,414,452,437,480,563,540,619,1047,1130,1047,1273
  └─ Profit for EPS,431,457,457,443,511,590,566,620,1056,1136,1061,1270
  └─ Profit Growth %,25%,-3%,9%,-3%,10%,17%,-4%,14%,69%,8%,-7%,22%
EPS in Rs,45.69,48.44,48.43,47.00,54.16,62.59,60.02,65.70,111.95,120.39,113.67,136.11
Dividend Payout %,18%,37%,17%,17%,17%,43%,15%,14%,14%,13%,14%,12%
