Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,92,112,115,96,124,172,187,239,247
  └─ Sales Growth %,,22.35%,2.22%,-16.38%,29.37%,38.33%,8.97%,27.46%,3.24%
Expenses,88,106,104,87,114,158,170,210,233
  └─ Material Cost %,60%,57%,54%,55%,56%,62%,60%,62%,65%
    └─ Raw material cost,58,64,65,50,70,108,112,146,171
    └─ Change in inventory,-2,0,-3,3,-1,-1,1,3,-11
  └─ Manufacturing Cost %,4%,5%,4%,4%,4%,4%,4%,4%,0%
  └─ Employee Cost %,19%,21%,22%,21%,21%,15%,16%,13%,13%
  └─ Other Cost %,12%,11%,11%,11%,11%,10%,11%,9%,16%
Operating Profit,4,6,11,9,11,14,18,29,14
OPM %,5%,6%,9%,10%,9%,8%,9%,12%,6%
Other Income,0,1,-4,0,0,0,1,1,35
  └─ Exceptional items,0.01,-0.08,-3.84,-0.02,-0.10,-0.17,-0.02,-0.45,32.94
  └─ Other income normal,0.39,0.59,0.19,0.36,0.25,0.60,0.76,1.09,1.91
Interest,2,3,3,2,2,2,2,3,5
Depreciation,1,2,3,3,3,3,3,4,6
Profit before tax,2,2,1,5,7,10,14,24,38
Tax %,-11%,-27%,69%,30%,31%,28%,28%,26%,17%
Net Profit,2,3,0,3,5,7,10,18,31
  └─ Profit from Associates,0,0,0,0,0,0,0,0,-0
  └─ Minority share,0,0,0,0,-0,-0,0,0,0
  └─ Exceptional items AT,0,-0,-3,-0,-0,-0,-0,-0,27
  └─ Profit excl Excep,2,3,3,4,5,7,10,18,4
  └─ Profit for PE,2,3,4,4,5,7,10,18,4
  └─ Profit for EPS,2,3,1,4,4,7,10,18,31
  └─ Profit Growth %,,84%,9%,3%,22%,58%,38%,80%,-78%
EPS in Rs,1.64,2.96,0.49,3.38,4.09,6.44,8.53,14.86,26.34
Dividend Payout %,10%,9%,52%,8%,12%,10%,10%,7%,19%
