Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,23,314,76,83,371,440,364,308
  └─ Sales Growth %,,1238.87%,-75.68%,8.63%,348.05%,18.34%,-17.16%,-15.28%
Expenses,20,303,64,87,319,379,304,284
  └─ Material Cost %,59%,94%,77%,95%,0%,0%,0%,0%
    └─ Change in inventory,13.75,295.09,59.03,78.83,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0%,0%,0%,0%,82%,83%,79%,0%
  └─ Employee Cost %,11%,1%,3%,4%,2%,1%,2%,3%
  └─ Other Cost %,15%,2%,3%,6%,2%,2%,2%,89%
Operating Profit,4,11,13,-4,53,61,60,24
OPM %,15%,3%,17%,-5%,14%,14%,16%,8%
Other Income,2,1,1,10,5,5,4,9
  └─ Exceptional items,0.00,-0.45,0.00,7.48,0.00,0.00,-0.04,0.00
  └─ Other income normal,1.83,1.41,0.53,2.12,5.00,4.63,4.27,8.85
Interest,2,1,2,6,8,12,8,11
Depreciation,0,0,0,0,1,1,3,6
Profit before tax,3,10,11,-1,49,52,54,16
Tax %,45%,24%,24%,21%,29%,27%,26%,39%
Net Profit,2,8,8,-1,35,38,40,10
  └─ Minority share,-1,-4,-3,2,2,-0,2,6
  └─ Exceptional items AT,0,-0,0,7,0,0,-0,0
  └─ Profit excl Excep,2,8,8,-8,35,38,40,10
  └─ Profit for PE,1,4,5,-6,37,38,42,16
  └─ Profit for EPS,1,4,5,1,37,38,42,16
  └─ Profit Growth %,,368%,14%,-219%,720%,2%,10%,-63%
EPS in Rs,0.10,0.32,0.38,0.03,1.71,1.63,1.69,0.60
Dividend Payout %,0%,0%,0%,0%,0%,4%,0%,0%
