Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,812,1602,2267,2317,2239,2372,1730,2013,2517,2705,2781,2992
  └─ Sales Growth %,20.05%,97.33%,41.48%,2.22%,-3.36%,5.93%,-27.06%,16.38%,25.02%,7.45%,2.82%,7.58%
Expenses,623,1329,1932,1948,2055,1996,1489,1691,2036,2182,2194,2376
  └─ Material Cost %,4%,12%,16%,15%,19%,20%,16%,13%,14%,13%,12%,0%
    └─ Raw material cost,28.51,33.41,95.43,101.64,107.80,108.23,68.99,98.24,150.04,153.45,157.10,0.00
    └─ Change in inventory,0.00,163.49,255.93,250.25,308.50,373.83,206.15,166.38,201.51,204.32,179.52,0.00
  └─ Manufacturing Cost %,13%,12%,13%,13%,18%,17%,17%,18%,15%,15%,15%,0%
  └─ Employee Cost %,21%,23%,23%,24%,26%,25%,29%,28%,26%,28%,28%,27%
  └─ Other Cost %,39%,36%,34%,33%,30%,22%,24%,25%,26%,25%,24%,52%
Operating Profit,189,273,335,369,184,375,241,323,481,522,587,616
OPM %,23%,17%,15%,16%,8%,16%,14%,16%,19%,19%,21%,21%
Other Income,-4,-4,27,34,55,58,116,163,106,114,129,113
  └─ Exceptional items,-22,1,-1,6,1,-0,-1,2,-2,9,-0,-11
  └─ Other income normal,18,-5,28,28,54,59,117,162,108,105,129,124
Interest,11,25,32,86,40,85,91,105,126,140,157,181
Depreciation,66,98,106,100,101,247,264,271,290,337,366,409
Profit before tax,107,146,224,217,98,101,2,111,171,160,193,139
Tax %,25%,38%,35%,39%,39%,232%,667%,39%,33%,27%,35%,52%
Net Profit,81,90,146,133,60,-134,-14,68,114,116,126,67
  └─ Profit from Associates,1,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,-3,3,-0,1,2,1,-0,1,-1,2,3
  └─ Exceptional items AT,-17,1,-0,4,1,-0,7,1,-1,6,-0,-5
  └─ Profit excl Excep,98,89,146,129,59,-134,-21,67,115,110,126,72
  └─ Profit for PE,98,86,149,129,60,-132,-19,66,116,110,128,75
  └─ Profit for EPS,81,87,149,132,60,-132,-13,68,115,116,128,70
  └─ Profit Growth %,18%,-12%,73%,-14%,-54%,-321%,85%,443%,75%,-5%,16%,-41%
EPS in Rs,4.07,4.34,7.44,6.61,3.02,-6.59,-0.65,3.37,5.72,5.72,6.32,3.44
Dividend Payout %,43%,51%,30%,40%,0%,0%,0%,0%,0%,0%,0%,0%
