Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,187,312,347,306,348
  └─ Sales Growth %,,67.06%,11.38%,-11.84%,13.82%
Expenses,164,284,316,268,308
  └─ Material Cost %,19%,10%,32%,37%,23%
    └─ Raw material cost,30,42,104,99,79
    └─ Change in inventory,5,-10,6,14,0
  └─ Manufacturing Cost %,0%,63%,46%,38%,0%
  └─ Employee Cost %,21%,14%,7%,6%,5%
  └─ Other Cost %,48%,4%,6%,7%,61%
Operating Profit,23,28,32,38,40
OPM %,12%,9%,9%,12%,12%
Other Income,0,0,3,5,7
  └─ Exceptional items,-0.21,-0.29,-0.38,0.00,-0.16
  └─ Other income normal,0.26,0.63,3.78,5.37,7.64
Interest,6,3,5,7,6
Depreciation,3,2,5,7,7
Profit before tax,15,22,25,29,34
Tax %,31%,30%,32%,25%,25%
Net Profit,10,16,17,23,26
  └─ Profit from Associates,0.00,0.00,0.32,0.56,0.72
  └─ Exceptional items AT,-0.14,-0.20,-0.25,0.00,-0.12
  └─ Profit excl Excep,10.25,15.95,17.55,22.56,26.35
  └─ Profit for PE,10.25,15.95,17.55,22.56,26.35
  └─ Profit for EPS,10.11,15.75,17.30,22.56,26.23
  └─ Profit Growth %,,55.61%,10.03%,28.55%,16.80%
EPS in Rs,4.57,7.13,7.83,10.25,11.81
Dividend Payout %,0%,8%,11%,15%,0%
