Metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,88,103,132,138,135,206,312,378,480,668
  └─ Sales Growth %,,16.89%,28.10%,4.57%,-2.18%,53.06%,51.48%,21.19%,26.73%,39.35%
Expenses,78,90,118,125,124,192,280,338,437,623
  └─ Material Cost %,62%,65%,66%,64%,67%,72%,70%,69%,69%,71%
    └─ Raw material cost,56,68,91,94,95,148,216,263,344,494
    └─ Change in inventory,-1,-2,-4,-6,-4,0,4,-3,-11,-20
  └─ Manufacturing Cost %,7%,8%,8%,10%,9%,8%,8%,9%,10%,0%
  └─ Employee Cost %,8%,8%,8%,8%,8%,6%,5%,5%,5%,5%
  └─ Other Cost %,11%,7%,7%,9%,8%,7%,6%,7%,6%,17%
Operating Profit,10,13,14,13,10,14,32,41,43,45
OPM %,11%,12%,10%,9%,8%,7%,10%,11%,9%,7%
Other Income,0,0,0,0,1,1,1,1,1,1
  └─ Exceptional items,0.00,-0.01,0.00,0.02,-0.01,0.05,0.01,0.04,-0.06,0.00
  └─ Other income normal,0.32,0.50,0.37,0.35,1.22,0.66,1.11,0.58,0.90,0.72
Interest,1,2,1,2,2,2,1,2,4,13
Depreciation,2,2,2,3,4,4,4,4,8,17
Profit before tax,7,10,11,8,5,10,28,35,31,16
Tax %,32%,32%,29%,26%,32%,25%,26%,26%,26%,26%
Net Profit,5,7,7,6,4,7,21,26,23,12
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.21,0.06
  └─ Exceptional items AT,0.00,-0.01,0.00,0.01,0.00,0.03,0.01,0.03,-0.05,0.00
  └─ Profit excl Excep,5.00,6.64,7.48,5.69,3.61,7.29,20.79,26.10,22.95,12.13
  └─ Profit for PE,5.00,6.64,7.48,5.69,3.61,7.29,20.79,26.22,23.16,12.19
  └─ Profit for EPS,5.00,6.63,7.48,5.70,3.61,7.32,20.80,26.25,23.11,12.19
  └─ Profit Growth %,,32.80%,12.65%,-23.93%,-36.56%,101.94%,185.19%,26.12%,-11.67%,-47.37%
EPS in Rs,6.95,4.23,4.77,3.64,2.30,4.66,13.18,16.64,14.65,7.73
Dividend Payout %,0%,24%,25%,33%,52%,26%,14%,12%,15%,29%
