Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,361,377,394,443,508,532,570,572,641,467,452
  └─ Sales Growth %,,4.37%,4.49%,12.49%,14.65%,4.65%,7.21%,0.32%,11.99%,-27.03%,-3.21%
Expenses,337,346,352,402,447,475,544,557,600,490,471
  └─ Material Cost %,62%,61%,58%,60%,57%,56%,60%,64%,58%,62%,61%
    └─ Raw material cost,221,232,224,273,309,293,353,348,373,301,273
    └─ Change in inventory,5,-3,3,-8,-21,4,-11,15,-3,-9,5
  └─ Manufacturing Cost %,5%,4%,4%,3%,3%,4%,3%,3%,3%,3%,-0%
  └─ Employee Cost %,11%,13%,14%,14%,15%,15%,15%,15%,16%,17%,17%
  └─ Other Cost %,15%,14%,14%,13%,13%,15%,17%,16%,17%,22%,26%
Operating Profit,24,31,42,41,61,57,26,15,41,-22,-18
OPM %,7%,8%,11%,9%,12%,11%,5%,3%,6%,-5%,-4%
Other Income,18,15,15,17,-13,18,19,5,10,190,8
  └─ Exceptional items,2.17,0.01,0.02,-0.05,-29.23,-0.20,1.95,0.28,0.01,0.03,0.00
  └─ Other income normal,15.52,15.20,15.27,16.90,15.77,18.38,16.81,5.18,10.10,189.94,7.64
Interest,6,5,5,12,17,13,11,11,14,3,3
Depreciation,8,8,9,11,12,13,13,17,18,13,13
Profit before tax,28,33,43,35,18,50,21,-8,19,151,-26
Tax %,53%,36%,29%,25%,43%,35%,36%,-0%,25%,19%,2%
Net Profit,13,21,31,27,10,33,13,-8,15,122,-27
  └─ Profit from Associates,0,0,0,0,0,0,-1,-0,0,0,0
  └─ Minority share,1,-2,-9,-8,-9,-2,-5,3,-5,2,0
  └─ Exceptional items AT,1,0,0,-0,-21,-0,1,0,0,0,0
  └─ Profit excl Excep,12,21,31,27,32,33,12,-9,15,122,-27
  └─ Profit for PE,13,19,22,18,4,30,7,-6,10,124,-26
  └─ Profit for EPS,14,19,22,18,1,30,8,-6,10,124,-26
  └─ Profit Growth %,,46%,16%,-17%,-77%,614%,-76%,-182%,263%,1187%,-121%
EPS in Rs,18.89,25.57,29.79,24.56,1.88,40.51,10.59,-7.59,12.83,165.01,-35.12
Dividend Payout %,66%,49%,34%,41%,133%,31%,47%,-66%,39%,3%,-11%
