Metric,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,0,21,111,309
  └─ Sales Growth %,,11556%,428%,179%
Expenses,0,19,108,266
  └─ Material Cost %,0.00%,78.46%,82.74%,46.20%
    └─ Raw material cost,0,16,96,146
    └─ Change in inventory,0,1,-5,-3
  └─ Manufacturing Cost %,0.00%,1.57%,0.94%,0.00%
  └─ Employee Cost %,33.33%,1.91%,2.29%,4.89%
  └─ Other Cost %,55.56%,9.20%,11.45%,34.95%
Operating Profit,0,2,3,43
OPM %,11%,9%,3%,14%
Other Income,0,0,1,12
  └─ Other income normal,0.00,0.50,1.49,12.31
Interest,0,0,0,6
Depreciation,0,0,2,3
Profit before tax,0,2,2,47
Tax %,,13%,45%,33%
Net Profit,-0,2,1,31
  └─ Profit from Associates,0,0,0,-0
  └─ Minority share,0,-0,0,0
  └─ Profit excl Excep,-0,2,1,31
  └─ Profit for PE,-0,1,1,31
  └─ Profit for EPS,-0,1,1,31
  └─ Profit Growth %,,3550%,7%,2010%
EPS in Rs,-0.24,0.03,0.02,0.47
Dividend Payout %,0%,0%,22%,11%
