Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,6117,6281,6715,7800,8536,5891,5631,7078,5690,6084,5732,6400
  └─ Sales Growth %,5.08%,2.68%,6.91%,16.15%,9.44%,-30.98%,-4.41%,25.69%,-19.61%,6.92%,-5.78%,11.65%
Expenses,5338,5460,5770,6846,7610,5942,5283,6372,5126,5300,5015,5598
  └─ Material Cost %,56%,56%,54%,54%,54%,56%,56%,55%,60%,58%,58%,56%
    └─ Raw material cost,3562,3553,3967,4339,4660,3060,2943,4039,3219,3513,3258,3632
    └─ Change in inventory,-116,-64,-372,-145,-64,256,228,-135,202,-6,74,-17
  └─ Manufacturing Cost %,8%,8%,10%,11%,11%,12%,11%,11%,10%,10%,9%,0%
  └─ Employee Cost %,11%,11%,11%,12%,11%,16%,14%,12%,9%,10%,12%,12%
  └─ Other Cost %,12%,12%,11%,11%,13%,17%,12%,12%,10%,10%,8%,19%
Operating Profit,779,820,945,954,926,-51,348,706,564,784,717,801
OPM %,13%,13%,14%,12%,11%,-1%,6%,10%,10%,13%,13%,13%
Other Income,-35,34,59,163,275,75,116,611,1004,-43,16,-42
  └─ Exceptional items,-73,1,-3,-2,3,1,88,589,937,-48,-0,-55
  └─ Other income normal,38,33,61,164,272,74,27,22,67,5,16,14
Interest,469,491,459,479,514,692,746,558,469,419,433,458
Depreciation,244,297,301,339,313,347,351,337,236,243,253,282
Profit before tax,31,67,243,299,374,-1014,-633,422,863,79,46,20
Tax %,-78%,27%,27%,26%,32%,-29%,-36%,22%,4%,46%,45%,304%
Net Profit,55,49,176,221,254,-719,-403,329,832,43,26,-40
  └─ Profit from Associates,1,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,-0,-7,-2,-15,4,7,-4,-4,2,8,15
  └─ Exceptional items AT,-55,1,-2,-1,2,1,122,496,-15,-0,-0,4
  └─ Profit excl Excep,110,48,178,223,252,-720,-525,-167,847,43,26,-44
  └─ Profit for PE,110,47,171,221,237,-716,-516,-166,842,45,34,-27
  └─ Profit for EPS,55,48,169,219,239,-715,-396,325,828,45,34,-25
  └─ Profit Growth %,-5%,-57%,262%,29%,8%,-402%,28%,68%,609%,-95%,-26%,-181%
EPS in Rs,1.25,1.06,3.68,4.42,4.82,-14.41,-7.97,5.48,13.69,0.68,0.50,-0.34
Dividend Payout %,42%,49%,21%,24%,22%,0%,0%,0%,0%,0%,0%,0%
