Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,153,152,258,318,278,339,368,501
  └─ Sales Growth %,,-0.97%,70.06%,23.08%,-12.42%,21.80%,8.73%,36.03%
Expenses,121,130,178,249,243,285,333,428
  └─ Material Cost %,41.80%,43.27%,40.50%,47.11%,51.30%,47.64%,50.24%,47.81%
    └─ Raw material cost,65,71,103,172,119,173,185,247
    └─ Change in inventory,-1,-5,2,-23,24,-12,-0,-8
  └─ Manufacturing Cost %,15.69%,19.12%,12.26%,16.21%,16.47%,17.13%,19.37%,0.00%
  └─ Employee Cost %,13.81%,15.85%,10.89%,10.98%,13.26%,13.32%,15.08%,13.08%
  └─ Other Cost %,7.61%,7.26%,5.30%,4.22%,6.40%,6.04%,5.85%,24.61%
Operating Profit,32,22,80,68,35,54,35,73
OPM %,21%,14%,31%,21%,13%,16%,9%,15%
Other Income,4,1,8,11,6,14,9,15
  └─ Exceptional items,0.00,-2.24,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,4.12,3.05,8.02,10.68,5.53,14.13,8.63,14.73
Interest,3,3,2,2,2,2,3,4
Depreciation,6,8,8,10,11,12,12,20
Profit before tax,28,12,78,67,27,54,28,63
Tax %,27%,31%,27%,25%,25%,24%,24%,24%
Net Profit,20,8,57,50,20,41,21,48
  └─ Exceptional items AT,0,-1,0,0,0,0,0,0
  └─ Profit excl Excep,20,10,57,50,20,41,21,48
  └─ Profit for PE,20,10,57,50,20,41,21,48
  └─ Profit for EPS,20,8,57,50,20,41,21,48
  └─ Profit Growth %,,-52%,486%,-12%,-59%,102%,-49%,128%
EPS in Rs,32.58,13.50,91.81,80.77,33.18,66.88,34.19,77.91
Dividend Payout %,5%,13%,2%,2%,5%,3%,5%,2%
