Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,4331.19,3784.38,3665.96,1910.96,1840.89,1642.59,1.84,1.26,1.50,0.00,0.00,0.00
  └─ Sales Growth %,-8.54%,-12.62%,-3.13%,-47.87%,-3.67%,-10.77%,-99.89%,-31.52%,19.05%,-100.00%,,
Expenses,4182.31,3467.97,3342.18,1573.64,1668.59,1617.80,16.53,4.50,57.63,7.29,1.72,1.77
  └─ Material Cost %,29.88%,27.57%,26.30%,32.70%,27.07%,28.89%,108.15%,11.11%,0.00%,,,
    └─ Raw material cost,1185.22,1032.05,941.29,558.12,626.26,442.34,1.99,0.14,0.00,0.00,0.00,0.00
    └─ Change in inventory,109.00,11.31,22.76,66.85,-128.01,32.27,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,27.34%,25.78%,24.50%,12.47%,15.53%,22.39%,15.76%,11.90%,16.67%,,,
  └─ Employee Cost %,13.67%,14.67%,14.54%,23.50%,26.83%,28.02%,213.59%,123.02%,98.67%,,,
  └─ Other Cost %,25.67%,23.62%,25.83%,13.67%,21.21%,19.19%,560.87%,211.11%,3726.67%,,,
Operating Profit,148.88,316.41,323.78,337.32,172.30,24.79,-14.69,-3.24,-56.13,-7.29,-1.72,-1.77
OPM %,3.44%,8.36%,8.83%,17.65%,9.36%,1.51%,-798.37%,-257.14%,-3742.00%,,,
Other Income,32.15,26.42,56.53,13.04,1422.02,-834.76,300.47,185.30,-90.81,0.14,8.55,1.74
  └─ Exceptional items,-17.62,-33.67,-9.83,-36.19,1372.81,-908.13,294.05,179.71,-90.88,-0.14,8.53,0.00
  └─ Other income normal,49.77,60.09,66.36,49.23,49.21,73.37,6.42,5.59,0.07,0.28,0.02,1.74
Interest,597.97,643.46,679.94,202.76,179.14,213.35,5.12,3.37,3.62,0.00,0.00,0.00
Depreciation,258.10,256.81,236.89,109.96,157.61,165.91,0.84,0.26,0.16,0.00,0.00,0.00
Profit before tax,-675.04,-557.44,-536.52,37.64,1257.57,-1189.23,279.82,178.43,-150.72,-7.15,6.83,-0.03
Tax %,-3.83%,-22.58%,-12.56%,39.90%,13.36%,5.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Net Profit,-649.18,-431.59,-469.13,22.62,1089.53,-1255.12,279.82,178.43,-150.72,-7.15,6.83,-0.03
  └─ Minority share,9,15,8,4,0,14,13,0,0,0,0,0
  └─ Exceptional items AT,-18,-33,-10,-16,1198,-858,294,180,-91,-0,9,0
  └─ Profit excl Excep,-632,-398,-459,39,-108,-397,-14,-1,-60,-7,-2,-0
  └─ Profit for PE,-623,-385,-451,42,-108,-393,-1,-1,-60,-7,-2,-0
  └─ Profit for EPS,-640,-417,-461,26,1090,-1241,293,178,-151,-7,7,-0
  └─ Profit Growth %,-24%,38%,-17%,109%,-354%,-265%,100%,-7%,-4575%,88%,76%,98%
EPS in Rs,-216.28,-140.85,-146.95,8.33,347.49,-395.75,93.36,56.89,-48.05,-2.28,2.18,-0.01
Dividend Payout %,-1.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
