Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,5129,6150,7256,8243,9617,11247,10560,14663,16612,19059,21794,25228
  └─ Sales Growth %,17.72%,19.90%,17.99%,13.61%,16.67%,16.94%,-6.11%,38.85%,13.30%,14.73%,14.35%,15.76%
Expenses,4392,5465,6522,7442,8548,9656,9420,12474,14548,16665,18761,21459
  └─ Material Cost %,50%,50%,50%,49%,48%,49%,54%,52%,52%,51%,52%,52%
    └─ Raw material cost,2562,3135,3646,4111,4732,5606,5809,7647,8599,9839,11311,13097
    └─ Change in inventory,19,-81,-47,-78,-72,-107,-125,-73,-24,-34,-1,-22
  └─ Manufacturing Cost %,4%,4%,6%,5%,11%,11%,12%,14%,13%,13%,13%,0%
  └─ Employee Cost %,17%,17%,16%,17%,17%,16%,15%,12%,13%,13%,13%,12%
  └─ Other Cost %,14%,18%,17%,19%,13%,9%,8%,8%,10%,10%,8%,21%
Operating Profit,737,684,734,801,1070,1591,1140,2189,2065,2394,3033,3769
OPM %,14%,11%,10%,10%,11%,14%,11%,15%,12%,13%,14%,15%
Other Income,47,92,60,24,26,222,103,368,75,123,222,217
  └─ Exceptional items,21,19,-3,-8,-1,195,65,315,14,36,71,-19
  └─ Other income normal,26,72,62,32,26,26,37,53,62,87,151,236
Interest,118,180,257,295,327,533,449,379,381,449,458,450
Depreciation,212,264,314,359,396,620,573,601,615,687,758,876
Profit before tax,455,332,222,171,373,660,221,1578,1144,1380,2039,2661
Tax %,29%,29%,41%,65%,47%,34%,38%,30%,22%,32%,26%,25%
Net Profit,335,235,131,60,200,432,137,1108,844,935,1505,2003
  └─ Profit from Associates,9,0,0,0,1,-3,1,7,-43,0,0,0
  └─ Minority share,5,1,90,58,36,23,14,-53,-25,-36,-59,-61
  └─ Exceptional items AT,13,8,-2,-3,-0,129,40,220,9,24,53,-14
  └─ Profit excl Excep,322,227,133,62,201,303,96,888,836,911,1452,2017
  └─ Profit for PE,327,228,223,120,236,326,110,846,811,875,1395,1956
  └─ Profit for EPS,340,236,221,117,236,455,150,1056,819,899,1446,1942
  └─ Profit Growth %,6%,-30%,-2%,-46%,97%,38%,-66%,668%,-4%,8%,59%,40%
EPS in Rs,24.43,16.99,15.88,8.44,16.96,32.70,10.46,73.42,56.97,62.50,100.56,135.04
Dividend Payout %,24%,35%,38%,59%,35%,18%,29%,16%,26%,26%,13%,15%
