Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,171,168,191,201,219,292,340,335,405,490,710
  └─ Sales Growth %,,-1.93%,13.40%,5.48%,,33.23%,16.23%,-1.42%,20.87%,21.18%,44.89%
Expenses,155,142,159,174,192,252,309,310,372,445,592
  └─ Material Cost %,74%,66%,66%,69%,69%,72%,78%,79%,79%,79%,74%
    └─ Raw material cost,129,106,129,143,145,216,270,272,342,411,619
    └─ Change in inventory,-3,5,-2,-4,6,-5,-4,-9,-21,-25,-90
  └─ Manufacturing Cost %,7%,8%,7%,8%,8%,5%,5%,6%,6%,5%,0%
  └─ Employee Cost %,6%,6%,6%,6%,8%,6%,6%,6%,5%,5%,4%
  └─ Other Cost %,4%,4%,3%,3%,3%,3%,2%,2%,2%,2%,5%
Operating Profit,17,26,31,27,27,40,30,25,32,45,118
OPM %,10%,16%,16%,14%,12%,14%,9%,7%,8%,9%,17%
Other Income,0,1,0,4,0,-2,-2,-1,6,2,-3
  └─ Exceptional items,0.03,0.00,-0.48,2.93,-2.77,-3.47,-3.23,-2.60,5.44,-1.08,-8.31
  └─ Other income normal,0.28,1.03,0.61,1.51,2.87,1.42,1.36,1.50,0.68,3.26,5.70
Interest,4,4,3,2,2,2,2,2,3,6,9
Depreciation,7,6,6,6,6,6,7,6,6,8,10
Profit before tax,7,17,22,24,19,30,20,15,29,34,97
Tax %,31%,37%,35%,30%,20%,25%,26%,27%,27%,26%,25%
Net Profit,5,11,14,16,15,22,15,11,21,25,73
  └─ Exceptional items AT,0,0,-0,2,-2,-2,-2,-2,4,-1,-6
  └─ Profit excl Excep,5,11,15,15,17,25,17,13,17,25,79
  └─ Profit for PE,5,11,15,15,17,25,17,13,17,25,79
  └─ Profit for EPS,5,11,14,16,15,22,15,11,21,25,73
  └─ Profit Growth %,,138%,34%,-0%,,46%,-32%,-24%,35%,47%,209%
EPS in Rs,1.42,3.35,4.39,5.05,4.66,6.92,4.51,3.45,6.58,7.61,22.35
Dividend Payout %,53%,30%,23%,30%,21%,22%,22%,29%,38%,46%,0%
