Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3.43,1.41,1.45,0.82,0.75,0.71,0.59,0.78,0.66,0.73,0.52,0.88
  └─ Sales Growth %,-45%,-59%,3%,-43%,-9%,-5%,-17%,32%,-15%,11%,-29%,69%
Expenses,4.61,3.70,2.27,0.79,0.62,0.59,0.51,0.68,0.57,0.50,0.52,0.44
  └─ Manufacturing Cost %,7.87%,19.86%,17.24%,1.22%,0.00%,0.00%,1.69%,0.00%,1.52%,1.37%,0.00%,0.00%
  └─ Employee Cost %,49.56%,100.00%,60.69%,39.02%,41.33%,43.66%,52.54%,38.46%,39.39%,31.51%,46.15%,27.27%
  └─ Other Cost %,76.97%,142.55%,78.62%,56.10%,41.33%,39.44%,32.20%,48.72%,45.45%,35.62%,53.85%,22.73%
Operating Profit,-1.18,-2.29,-0.82,0.03,0.13,0.12,0.08,0.10,0.09,0.23,-0.00,0.44
OPM %,-34.40%,-162.41%,-56.55%,3.66%,17.33%,16.90%,13.56%,12.82%,13.64%,31.51%,-0.00%,50.00%
Other Income,0.23,-0.05,-1.39,0.26,0.20,0.12,0.13,0.12,0.15,0.27,0.46,0.01
  └─ Exceptional items,-0.01,-0.20,-1.57,0.03,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.02
  └─ Other income normal,0.24,0.15,0.18,0.23,0.20,0.12,0.13,0.12,0.16,0.28,0.46,0.03
Interest,0.22,0.30,0.38,0.36,0.20,0.15,0.17,0.16,0.16,0.16,0.12,0.05
Depreciation,0.29,0.24,0.20,0.08,0.05,0.03,0.01,-0.00,-0.00,-0.00,-0.00,-0.00
Profit before tax,-1.46,-2.88,-2.79,-0.15,0.08,0.06,0.03,0.06,0.08,0.34,0.34,0.40
Tax %,-0.00%,0.35%,0.36%,6.67%,225.00%,16.67%,-0.00%,-0.00%,25.00%,55.88%,8.82%,-0.00%
Net Profit,-1.46,-2.89,-2.79,-0.16,-0.10,0.06,0.03,0.06,0.06,0.15,0.31,0.39
  └─ Exceptional items AT,-0.01,-0.20,-1.57,0.03,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.02
  └─ Profit excl Excep,-1.45,-2.69,-1.22,-0.19,-0.10,0.06,0.03,0.06,0.07,0.16,0.31,0.41
  └─ Profit for PE,-1.45,-2.69,-1.22,-0.19,-0.10,0.06,0.03,0.06,0.07,0.16,0.31,0.41
  └─ Profit for EPS,-1.46,-2.89,-2.79,-0.16,-0.10,0.06,0.03,0.06,0.06,0.15,0.31,0.39
  └─ Profit Growth %,-339.39%,-85.52%,54.65%,84.43%,47.37%,160.00%,-50.00%,100.00%,16.67%,128.57%,93.75%,32.26%
EPS in Rs,-0.55,-1.09,-1.06,-0.06,-0.04,0.02,0.01,0.02,0.02,0.06,0.12,0.15
Dividend Payout %,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%,-0.00%
