Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,80,122,145,115,111,42,26,20,15,11,4
  └─ Sales Growth %,,53%,19%,-21%,-4%,-62%,-38%,-24%,-23%,-27%,-62%
Expenses,75,112,133,107,105,53,39,29,17,27,20
  └─ Material Cost %,84%,8%,4%,21%,21%,90%,107%,77%,49%,-20%,-6%
    └─ Raw material cost,69.60,15.20,21.67,25.10,22.99,31.58,19.01,16.99,8.60,0.00,0.00
    └─ Change in inventory,-2.04,-5.61,-15.21,-1.36,-0.15,5.99,8.68,-1.78,-1.24,-2.19,-0.23
  └─ Manufacturing Cost %,0%,78%,82%,64%,65%,20%,13%,14%,19%,0%,0%
  └─ Employee Cost %,5%,3%,3%,3%,3%,6%,12%,16%,19%,6%,14%
  └─ Other Cost %,5%,3%,3%,5%,5%,11%,18%,39%,30%,264%,486%
Operating Profit,5,10,12,8,6,-11,-13,-9,-2,-16,-16
OPM %,6%,8%,8%,7%,5%,-28%,-50%,-46%,-16%,-151%,-394%
Other Income,0,0,0,1,1,0,0,1,0,0,1
  └─ Exceptional items,-0.01,0.00,0.00,-1.04,-1.04,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.24,0.26,0.17,2.36,2.40,0.14,0.17,0.55,0.45,0.15,0.92
Interest,3,4,4,4,5,5,5,0,0,0,0
Depreciation,1,1,1,2,2,3,2,2,1,1,1
Profit before tax,1,6,7,4,1,-20,-20,-11,-3,-18,-16
Tax %,35%,33%,30%,15%,44%,-27%,-27%,-21%,-6%,59%,-2%
Net Profit,1,4,5,4,1,-15,-14,-9,-3,-28,-16
  └─ Minority share,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Exceptional items AT,-0.01,0.00,0.00,-0.71,-0.59,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,0.77,3.80,5.17,4.49,1.10,-14.89,-14.35,-8.52,-3.17,-28.16,-16.11
  └─ Profit for PE,0.77,4.22,5.17,4.49,1.10,-14.89,-14.35,-8.52,-3.17,-28.16,-16.11
  └─ Profit for EPS,0.76,4.22,5.17,3.78,0.51,-14.89,-14.35,-8.52,-3.17,-28.16,-16.11
  └─ Profit Growth %,,448.05%,22.51%,-13.15%,-75.50%,-1453.64%,3.63%,40.63%,62.79%,-788.33%,42.79%
EPS in Rs,2.45,13.62,2.92,2.13,0.29,-8.41,-8.10,-4.81,-1.79,-15.90,-9.10
Dividend Payout %,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%
