Metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,200,416,358,196,158,208,168,0,0,6,74,116
  └─ Sales Growth %,-34%,108%,-14%,-45%,-19%,31%,-19%,,,,1044%,57%
Expenses,201,334,230,104,91,163,128,1,1,4,28,44
  └─ Material Cost %,0.00%,-3.18%,3.21%,0.59%,0.18%,0.71%,0.40%,,,0.00%,0.00%,19.73%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.97
    └─ Change in inventory,0.00,-13.20,11.47,1.16,0.28,1.48,0.67,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,65.95%,64.79%,48.24%,23.74%,28.07%,27.61%,43.92%,,,23.03%,34.83%,0.00%
  └─ Employee Cost %,14.49%,10.24%,9.59%,13.75%,10.78%,7.90%,9.51%,,,3.40%,0.47%,0.66%
  └─ Other Cost %,19.92%,8.50%,3.16%,14.66%,18.54%,42.34%,22.34%,,,38.18%,2.70%,17.44%
Operating Profit,-1,82,128,93,67,44,40,-1,-1,2,46,72
OPM %,-0%,20%,36%,47%,42%,21%,24%,,,35%,62%,62%
Other Income,47,15,-24,-18,10,-3,1,0,45,0,3,17
  └─ Exceptional items,12.89,1.19,-35.30,-27.92,0.00,-24.42,0.00,0.00,44.69,-0.84,0.34,0.00
  └─ Other income normal,34.05,13.93,11.52,9.88,10.49,21.03,0.83,0.00,0.00,1.12,2.76,17.42
Interest,21,23,21,15,12,10,13,0,0,1,1,14
Depreciation,13,19,21,22,21,42,36,14,8,1,0,16
Profit before tax,12,55,62,38,44,-12,-8,-14,36,0,48,60
Tax %,63%,14%,2%,6%,8%,-5%,12%,0%,0%,-2042%,2%,-14%
Net Profit,4,47,61,36,41,-11,-9,-14,36,6,46,69
  └─ Exceptional items AT,5,1,-35,-26,0,-21,0,0,45,-1,0,0
  └─ Profit excl Excep,-1,46,95,61,41,10,-9,-14,-9,6,46,69
  └─ Profit for PE,-1,46,95,61,41,10,-9,-14,-9,6,46,69
  └─ Profit for EPS,4,47,61,36,41,-11,-9,-14,36,6,46,69
  └─ Profit Growth %,-110%,4007%,107%,-36%,-33%,-76%,-186%,,40%,175%,620%,49%
EPS in Rs,0.26,2.81,3.63,2.13,2.45,-0.66,-0.51,-0.85,11.43,1.39,11.62,17.13
Dividend Payout %,59%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
