Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,211,190,172,170,248,454,622,1091,1138,1624,1829
  └─ Sales Growth %,,-9.95%,-9.53%,-1.36%,45.85%,83.51%,36.88%,75.49%,4.33%,42.66%,12.63%
Expenses,135,129,123,154,255,415,536,989,1040,1509,1858
  └─ Material Cost %,0%,0%,0%,0%,0%,0%,0%,5%,7%,2%,2%
    └─ Raw material cost,0.00,0.00,0.00,0.00,0.00,0.00,1.20,72.47,91.93,40.18,31.57
    └─ Change in inventory,0.00,0.00,0.00,0.00,0.00,0.00,-1.20,-18.26,-11.65,-0.11,-3.73
  └─ Manufacturing Cost %,11%,10%,8%,27%,21%,12%,23%,36%,34%,32%,0%
  └─ Employee Cost %,11%,13%,22%,24%,13%,11%,14%,14%,16%,18%,17%
  └─ Other Cost %,42%,44%,42%,39%,69%,69%,49%,36%,34%,41%,83%
Operating Profit,76,61,49,15,-7,39,86,102,99,115,-29
OPM %,36%,32%,28%,9%,-3%,9%,14%,9%,9%,7%,-2%
Other Income,8,12,-26,16,15,14,24,47,65,80,343
  └─ Exceptional items,0,3,-35,1,2,1,2,1,-6,5,-901
  └─ Other income normal,8,9,9,15,14,13,22,46,71,75,1244
Interest,0,0,2,1,1,1,1,6,8,11,22
Depreciation,1,1,8,20,26,36,39,57,67,118,231
Profit before tax,83,72,13,11,-20,17,70,87,89,66,60
Tax %,22%,15%,92%,38%,37%,18%,27%,29%,16%,23%,-36%
Net Profit,65,61,1,7,-27,14,51,61,75,51,82
  └─ Minority share,0,0,2,11,25,-4,-22,-22,-18,25,14
  └─ Exceptional items AT,0,2,-21,0,2,0,1,2,5,5,-870
  └─ Profit excl Excep,65,59,22,6,-28,13,49,59,70,46,952
  └─ Profit for PE,65,59,23,17,-2,9,28,38,53,70,966
  └─ Profit for EPS,65,61,3,18,-2,9,28,39,57,76,96
  └─ Profit Growth %,,-9%,-60%,-27%,-113%,496%,211%,38%,39%,33%,1271%
EPS in Rs,40.32,38.14,0.12,0.80,-0.10,0.38,1.09,1.49,1.85,2.16,2.59
Dividend Payout %,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
