Metric,Mar 2021,Mar 2022,Mar 2023,Mar 2025,Mar 2026
Sales,224,335,456,782,1070
  └─ Sales Growth %,,49.84%,35.95%,,36.87%
Expenses,137,197,199,452,671
  └─ Manufacturing Cost %,0%,38%,29%,44%,0%
  └─ Employee Cost %,9%,7%,7%,6%,9%
  └─ Other Cost %,52%,14%,7%,8%,54%
Operating Profit,87,138,257,330,400
OPM %,39%,41%,56%,42%,37%
Other Income,29,37,30,41,21
  └─ Exceptional items,0.00,5.62,18.77,34.31,-7.88
  └─ Other income normal,29.29,31.37,11.00,6.44,29.18
Interest,26,17,17,26,37
Depreciation,122,118,121,129,132
Profit before tax,-32,39,149,217,253
Tax %,-30%,26%,25%,28%,27%
Net Profit,-22,29,112,157,184
  └─ Exceptional items AT,0,4,14,25,-6
  └─ Profit excl Excep,-22,25,98,132,190
  └─ Profit for PE,-22,25,98,132,190
  └─ Profit for EPS,-22,29,112,157,184
  └─ Profit Growth %,,212%,289%,,44%
EPS in Rs,-2.59,3.39,12.94,18.08,21.29
Dividend Payout %,0%,15%,15%,11%,9%
