Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,5.99,4.70,5.87,1.97,10.55,18.07,29.37,29.32,48.25,42.10,27.65
  └─ Sales Growth %,,-21.54%,24.89%,-66.44%,435.53%,71.28%,62.53%,-0.17%,64.56%,-12.75%,-34.32%
Expenses,4.50,4.07,4.83,4.73,5.87,12.60,17.15,18.84,32.19,31.52,20.90
  └─ Manufacturing Cost %,7%,4%,4%,12%,3%,6%,4%,1%,1%,2%,0%
  └─ Employee Cost %,31%,54%,42%,120%,23%,14%,13%,14%,12%,17%,24%
  └─ Other Cost %,37%,29%,36%,108%,30%,49%,42%,49%,53%,56%,52%
Operating Profit,1.49,0.63,1.04,-2.76,4.68,5.47,12.22,10.48,16.06,10.58,6.75
OPM %,24.87%,13.40%,17.72%,-140.10%,44.36%,30.27%,41.61%,35.74%,33.28%,25.13%,24.41%
Other Income,0.00,0.00,0.01,-0.56,0.02,0.01,0.05,0.10,0.01,0.00,0.02
  └─ Exceptional items,0.00,0.00,0.01,-0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.00,0.00,0.00,0.00,0.02,0.01,0.05,0.10,0.01,0.00,0.02
Interest,0.25,0.07,0.12,0.18,0.47,0.36,0.65,0.76,2.34,1.99,1.20
Depreciation,0.15,0.11,0.10,0.28,0.32,0.24,0.75,1.12,2.04,1.48,1.21
Profit before tax,1.09,0.45,0.83,-3.78,3.91,4.88,10.87,8.70,11.69,7.11,4.36
Tax %,34.86%,22.22%,32.53%,-31.22%,32.23%,93.44%,20.42%,26.67%,22.58%,18.57%,28.67%
Net Profit,0.70,0.36,0.57,-2.60,2.65,0.31,8.64,6.38,9.05,5.79,3.11
  └─ Exceptional items AT,0.00,0.00,0.01,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,0.70,0.36,0.56,-2.05,2.65,0.31,8.64,6.38,9.05,5.79,3.11
  └─ Profit for PE,0.70,0.36,0.56,-2.05,2.65,0.31,8.64,6.38,9.05,5.79,3.11
  └─ Profit for EPS,0.70,0.36,0.57,-2.60,2.65,0.31,8.64,6.38,9.05,5.79,3.11
  └─ Profit Growth %,,-48.57%,55.56%,-466.07%,229.27%,-88.30%,2687.10%,-26.16%,41.85%,-36.02%,-46.29%
EPS in Rs,0.20,0.10,0.16,-0.74,0.76,0.09,2.47,1.82,2.59,1.65,0.89
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
