Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,277,319,323,394,505,635,723,905
  └─ Sales Growth %,,15.09%,1.30%,22.02%,28.22%,25.71%,13.96%,25.09%
Expenses,194,237,247,302,385,501,569,730
  └─ Manufacturing Cost %,13.10%,13.07%,13.71%,19.22%,16.01%,15.00%,12.11%,0.00%
  └─ Employee Cost %,38.88%,42.35%,44.41%,39.73%,39.35%,40.31%,42.42%,43.55%
  └─ Other Cost %,18.22%,18.92%,18.41%,17.65%,20.91%,23.69%,24.16%,37.15%
Operating Profit,82,82,76,92,120,133,154,175
OPM %,30%,26%,23%,23%,24%,21%,21%,19%
Other Income,-14,7,11,21,12,-5,24,4
  └─ Exceptional items,-16.88,-2.46,-5.92,3.66,4.28,-21.69,3.73,-14.20
  └─ Other income normal,3.11,9.68,16.74,16.98,8.00,16.89,19.95,18.48
Interest,4,4,6,3,3,3,10,21
Depreciation,23,27,32,28,27,43,56,77
Profit before tax,41,59,49,81,102,82,112,80
Tax %,37%,41%,47%,21%,28%,16%,18%,-11%
Net Profit,26,35,26,64,74,69,92,89
  └─ Minority share,0,0,0,0,0,-2,-1,-1
  └─ Exceptional items AT,-6,1,2,2,4,-14,3,-8
  └─ Profit excl Excep,32,33,24,62,70,83,89,98
  └─ Profit for PE,32,33,24,62,70,80,88,96
  └─ Profit for EPS,26,35,26,64,74,67,91,88
  └─ Profit Growth %,,4%,-28%,160%,13%,14%,10%,9%
EPS in Rs,7254.85,9576.18,7064.52,9.33,10.76,9.53,12.89,11.78
Dividend Payout %,-0%,-0%,-0%,20%,18%,26%,-0%,17%
