Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014
Sales,46.61,59.34,60.28,59.29,50.07,51.10,64.33,73.70,68.32
  └─ Sales Growth %,,27.31%,1.58%,-1.64%,-15.55%,2.06%,25.89%,14.57%,-7.30%
Expenses,43.05,56.37,59.35,60.71,50.68,50.37,60.66,69.00,63.65
  └─ Manufacturing Cost %,0%,0%,0%,0%,0%,0%,2%,2%,1%
  └─ Employee Cost %,87%,89%,91%,96%,95%,91%,86%,86%,85%
  └─ Other Cost %,5%,6%,7%,7%,7%,7%,7%,6%,7%
Operating Profit,3.56,2.97,0.93,-1.42,-0.61,0.73,3.67,4.70,4.67
OPM %,7.64%,5.01%,1.54%,-2.40%,-1.22%,1.43%,5.70%,6.38%,6.84%
Other Income,0.03,0.33,1.15,0.19,0.34,0.17,1.04,0.84,1.12
  └─ Exceptional items,0.00,0.00,0.43,0.00,0.00,0.00,0.61,0.33,-0.02
  └─ Other income normal,0.03,0.33,0.72,0.19,0.34,0.17,0.43,0.51,1.14
Interest,0.07,0.10,0.11,0.11,0.10,0.10,0.11,0.09,0.14
Depreciation,0.35,0.84,0.31,0.61,0.28,0.31,0.44,0.63,0.41
Profit before tax,3.17,2.36,1.66,-1.95,-0.65,0.49,4.16,4.82,5.24
Tax %,8.20%,19.92%,58.43%,2.05%,1.54%,59.18%,19.71%,34.23%,40.84%
Net Profit,2.91,1.89,0.69,-1.99,-0.66,0.20,3.35,3.18,3.10
  └─ Minority share,-0.81,-1.01,-0.18,0.96,0.34,0.08,-0.44,-0.54,-0.58
  └─ Exceptional items AT,0.00,0.00,0.18,0.00,0.00,0.00,0.49,0.22,-0.01
  └─ Profit excl Excep,2.91,1.89,0.51,-1.99,-0.66,0.20,2.86,2.96,3.11
  └─ Profit for PE,2.10,0.88,0.38,-1.03,-0.32,0.28,2.48,2.46,2.53
  └─ Profit for EPS,2.10,0.88,0.51,-1.03,-0.32,0.28,2.91,2.64,2.52
  └─ Profit Growth %,,-58.10%,-57.16%,-373.24%,68.93%,187.50%,787.27%,-1.09%,2.88%
EPS in Rs,,0.88,0.47,-0.95,-0.29,0.26,2.67,2.43,2.32
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
