Metric,Mar 2007,Mar 2008,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,287,289,936,972,1152,1261,1049,1399,653,630,581,527
  └─ Sales Growth %,27.57%,0.76%,,3.89%,18.48%,9.51%,-16.83%,33.39%,-53.33%,-3.47%,-7.79%,-9.29%
Expenses,258,286,775,797,1009,1089,930,1223,590,582,546,509
  └─ Material Cost %,59%,64%,54%,49%,57%,56%,56%,59%,58%,60%,59%,61%
    └─ Raw material cost,169,173,515,589,700,693,621,831,371,371,339,321
    └─ Change in inventory,-0,12,-12,-108,-40,10,-33,-11,7,7,4,-1
  └─ Manufacturing Cost %,13%,13%,9%,8%,7%,8%,6%,5%,9%,10%,9%,0%
  └─ Employee Cost %,6%,7%,8%,9%,8%,9%,9%,7%,12%,14%,15%,15%
  └─ Other Cost %,13%,15%,13%,15%,15%,15%,18%,17%,11%,9%,11%,20%
Operating Profit,29,3,161,175,143,172,119,176,63,49,35,18
OPM %,10%,1%,17%,18%,12%,14%,11%,13%,10%,8%,6%,3%
Other Income,21,27,1,-1,3,2,0,18,8,8,3,21
  └─ Exceptional items,-0.25,-0.06,0.05,-1.04,0.60,-0.04,-0.81,0.60,3.42,0.00,1.06,18.61
  └─ Other income normal,21.69,27.34,0.83,0.41,2.09,1.67,1.20,17.21,5.03,8.01,1.52,2.24
Interest,14,15,26,25,34,46,41,23,10,12,11,8
Depreciation,8,9,29,32,35,63,67,58,26,28,31,31
Profit before tax,28,6,107,118,76,64,12,113,36,17,-4,-0
Tax %,37%,44%,33%,33%,36%,26%,30%,23%,26%,27%,-7%,850%
Net Profit,18,3,72,78,49,48,8,86,26,12,-3,-1
  └─ Exceptional items AT,-0,-0,0,-1,0,-0,-0,0,3,0,1,17
  └─ Profit excl Excep,18,3,72,79,48,48,9,86,24,12,-4,-18
  └─ Profit for PE,18,3,72,79,48,48,9,86,24,12,-4,-18
  └─ Profit for EPS,18,3,72,78,49,48,8,86,26,12,-3,-1
  └─ Profit Growth %,49%,-82%,,10%,-39%,-1%,-82%,888%,-72%,-50%,-136%,-314%
EPS in Rs,1.90,0.35,5.96,6.52,4.06,3.97,0.69,7.19,1.91,0.87,-0.24,-0.04
Dividend Payout %,26%,86%,15%,14%,22%,23%,0%,0%,0%,0%,0%,0%
