Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,323,375,426,489,568,513,311,381,557,707,685,583
  └─ Sales Growth %,22.24%,15.96%,13.46%,14.90%,16.13%,-9.63%,-39.37%,22.59%,45.95%,27.05%,-3.12%,-14.89%
Expenses,236,267,298,346,410,436,299,344,509,707,765,848
  └─ Material Cost %,57%,50%,57%,0%,0%,0%,0%,65%,69%,73%,85%,0%
    └─ Raw material cost,273.76,288.34,243.78,0.00,0.00,0.00,0.00,246.54,384.02,519.51,579.15,0.00
    └─ Change in inventory,-88.23,-98.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,6%,10%,1%,58%,57%,66%,69%,1%,1%,1%,1%,0%
  └─ Employee Cost %,6%,6%,7%,8%,10%,13%,19%,18%,15%,16%,19%,22%
  └─ Other Cost %,4%,4%,5%,5%,5%,6%,8%,7%,7%,9%,7%,123%
Operating Profit,88,108,128,142,158,77,13,37,47,-0,-80,-265
OPM %,27%,29%,30%,29%,28%,15%,4%,10%,9%,-0%,-12%,-45%
Other Income,1,2,3,1,2,-3,1,1,3,5,8,6
  └─ Exceptional items,-0.09,0.01,0.00,0.00,0.00,-6.17,-0.02,-1.22,-0.15,0.00,0.01,0.00
  └─ Other income normal,1.12,1.56,2.99,1.34,1.74,2.97,1.03,1.88,3.42,4.89,8.43,6.15
Interest,22,23,32,31,26,24,28,26,31,36,37,30
Depreciation,4,4,4,5,6,8,7,7,5,6,6,6
Profit before tax,63,83,94,108,128,42,-22,5,15,-37,-114,-295
Tax %,35%,37%,36%,34%,36%,27%,-1%,2%,36%,7%,-26%,-26%
Net Profit,41,51,59,71,82,30,-22,5,10,-40,-84,-218
  └─ Profit from Associates,-0,-1,-1,-1,-0,-0,0,0,0,0,0,0
  └─ Minority share,0,1,3,0,1,-0,0,0,-0,-1,-0,-0
  └─ Exceptional items AT,-0,0,0,0,0,-4,-0,-1,-0,0,0,0
  └─ Profit excl Excep,41,51,59,71,82,35,-22,6,10,-40,-84,-218
  └─ Profit for PE,41,52,62,71,83,35,-21,6,9,-41,-85,-219
  └─ Profit for EPS,41,52,62,71,83,30,-21,5,9,-41,-85,-219
  └─ Profit Growth %,51%,27%,18%,15%,17%,-58%,-162%,130%,46%,-531%,-109%,-157%
EPS in Rs,15.05,19.19,22.72,26.18,30.52,11.09,-7.90,1.94,3.44,-14.94,-31.10,-76.09
Dividend Payout %,8%,7%,6%,6%,5%,0%,0%,0%,0%,0%,0%,0%
