Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2.03,1.31,8.75,10.04,9.49,5.41,8.38,7.95,8.64,9.46,7.50,2.14
  └─ Sales Growth %,31%,-35%,568%,15%,-5%,-43%,55%,-5%,9%,9%,-21%,-71%
Expenses,5.12,2.58,4.12,4.89,5.19,6.51,3.15,8.55,51.88,50.90,2.81,11.49
  └─ Manufacturing Cost %,9%,21%,2%,2%,2%,5%,2%,2%,3%,1%,2%,0%
  └─ Employee Cost %,35%,55%,27%,36%,36%,63%,28%,33%,27%,25%,19%,39%
  └─ Other Cost %,208%,121%,18%,11%,17%,52%,8%,72%,570%,512%,16%,498%
Operating Profit,-3.09,-1.27,4.63,5.15,4.30,-1.10,5.23,-0.60,-43.24,-41.44,4.69,-9.35
OPM %,-152.22%,-96.95%,52.91%,51.29%,45.31%,-20.33%,62.41%,-7.55%,-500.46%,-438.05%,62.53%,-436.92%
Other Income,6.09,3.43,2.92,0.95,6.81,15.23,26.97,2.58,1.52,2.56,335.21,3.25
  └─ Exceptional items,2.70,3.22,2.51,0.80,6.53,0.65,1.40,2.47,1.43,2.51,11.28,0.64
  └─ Other income normal,3.39,0.21,0.41,0.15,0.28,14.58,25.57,0.11,0.09,0.05,323.93,2.61
Interest,2.78,2.15,1.59,1.43,1.08,0.39,0.03,0.02,0.00,0.02,0.00,0.00
Depreciation,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.04,0.04,0.04,0.04,0.05
Profit before tax,0.19,-0.05,5.93,4.64,9.98,13.71,32.14,1.92,-41.76,-38.94,339.86,-6.15
Tax %,57.89%,60.00%,1.35%,16.59%,-0.30%,0.07%,-4.92%,30.21%,0.26%,3.90%,1.22%,11.71%
Net Profit,0.07,-0.08,29.06,53.95,10.02,13.70,33.72,1.34,-41.88,-40.46,335.72,-6.87
  └─ Profit from Associates,0,0,23,50,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,3,3,2,1,6,1,1,2,1,3,11,1
  └─ Profit excl Excep,-3,-3,27,53,4,13,32,-1,-43,-43,325,-7
  └─ Profit for PE,-3,-3,27,53,4,13,32,-1,-43,-43,325,-7
  └─ Profit for EPS,0,-0,29,54,10,14,34,1,-42,-40,336,-7
  └─ Profit Growth %,9%,-27%,917%,100%,-93%,246%,148%,-102%,-6885%,1%,855%,-102%
EPS in Rs,0.02,-0.03,10.27,19.13,3.55,4.86,11.96,0.48,-14.85,-14.35,119.05,-2.44
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
