Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,220,213,332,359,438,486,595
  └─ Sales Growth %,,-3.23%,55.77%,8.14%,22.07%,10.94%,22.52%
Expenses,182,165,254,281,345,426,518
  └─ Material Cost %,63%,57%,58%,64%,59%,58%,60%
    └─ Raw material cost,139,121,210,225,267,281,357
    └─ Change in inventory,-0,-1,-17,5,-8,-0,-1
  └─ Manufacturing Cost %,2%,2%,2%,2%,3%,4%,0%
  └─ Employee Cost %,13%,14%,13%,9%,12%,14%,15%
  └─ Other Cost %,4%,5%,4%,4%,6%,12%,13%
Operating Profit,38,48,77,78,93,60,78
OPM %,17%,23%,23%,22%,21%,12%,13%
Other Income,2,1,2,3,15,15,15
  └─ Exceptional items,1.06,-0.20,-0.02,0.01,-0.13,0.02,0.00
  └─ Other income normal,0.52,1.13,2.16,3.16,15.35,15.08,14.52
Interest,5,4,5,9,12,8,8
Depreciation,4,5,5,6,12,24,31
Profit before tax,30,40,69,66,85,42,53
Tax %,29%,28%,27%,24%,28%,24%,22%
Net Profit,21,29,51,50,61,32,42
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,-1.51,-3.73
  └─ Exceptional items AT,0.74,-0.14,-0.02,0.01,-0.09,0.01,0.00
  └─ Profit excl Excep,20.67,28.95,50.54,50.03,60.66,32.41,41.56
  └─ Profit for PE,20.67,28.95,50.54,50.03,60.66,30.90,37.83
  └─ Profit for EPS,21.41,28.81,50.52,50.04,60.57,30.91,37.83
  └─ Profit Growth %,,40.06%,74.58%,-1.01%,21.25%,-49.06%,22.43%
EPS in Rs,4282.00,5762.00,20.21,7.70,7.84,4.00,4.90
Dividend Payout %,0%,0%,0%,0%,13%,0%,0%
