Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,326,466,761,1022,1268,1420,1530
  └─ Sales Growth %,,42.84%,63.42%,34.28%,24.10%,11.98%,7.73%
Expenses,203,259,522,771,985,1045,1100
  └─ Manufacturing Cost %,15%,10%,8%,7%,6%,7%,0%
  └─ Employee Cost %,23%,19%,14%,11%,10%,10%,12%
  └─ Other Cost %,24%,26%,47%,58%,61%,57%,60%
Operating Profit,123,207,239,251,284,376,430
OPM %,38%,44%,31%,25%,22%,26%,28%
Other Income,53,58,60,77,97,117,130
  └─ Exceptional items,0,1,8,6,17,20,0
  └─ Other income normal,53,57,52,71,80,97,130
Interest,1,1,2,2,2,4,7
Depreciation,13,17,19,22,24,35,48
Profit before tax,162,247,278,305,355,453,506
Tax %,23%,24%,24%,23%,22%,24%,25%
Net Profit,125,189,213,235,275,343,380
  └─ Minority share,0,0,0,0,0,0,-0
  └─ Exceptional items AT,0,1,6,5,14,15,0
  └─ Profit excl Excep,125,188,206,230,262,328,380
  └─ Profit for PE,125,188,206,230,262,328,380
  └─ Profit for EPS,125,189,213,235,275,343,380
  └─ Profit Growth %,,51%,10%,11%,14%,25%,16%
EPS in Rs,31.19,47.14,53.15,11.74,13.77,17.16,18.99
Dividend Payout %,13%,11%,47%,9%,7%,12%,21%
