Metric,Mar 2024,Mar 2025,Mar 2026
Sales,518,655,999
  └─ Sales Growth %,,27%,52%
Expenses,473,585,915
  └─ Material Cost %,74%,73%,74%
    └─ Raw material cost,382,501,744
    └─ Change in inventory,3,-23,-8
  └─ Manufacturing Cost %,1%,1%,0%
  └─ Employee Cost %,10%,10%,11%
  └─ Other Cost %,5%,5%,7%
Operating Profit,45,71,84
OPM %,9%,11%,8%
Other Income,-6,1,-0
  └─ Exceptional items,-6.81,0.91,-2.00
  └─ Other income normal,0.43,0.57,1.65
Interest,13,14,16
Depreciation,7,8,14
Profit before tax,18,50,54
Tax %,29%,26%,28%
Net Profit,13,37,39
  └─ Exceptional items AT,-4.82,0.67,-1.43
  └─ Profit excl Excep,17.33,36.44,40.03
  └─ Profit for PE,17.33,36.44,40.03
  └─ Profit for EPS,12.51,37.11,38.60
  └─ Profit Growth %,,110.27%,9.85%
EPS in Rs,3.65,10.82,11.23
Dividend Payout %,16%,9%,0%
