Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,754,908,921,1491,1931,1216,1289,2320,3193,3705,4034,4238
  └─ Sales Growth %,73.70%,20.43%,1.42%,61.93%,29.52%,-37.01%,5.96%,80.01%,37.61%,16.02%,8.90%,5.06%
Expenses,623,727,758,1202,1545,1008,1065,1802,2499,2931,3474,3613
  └─ Material Cost %,50%,43%,40%,48%,48%,42%,49%,44%,46%,50%,50%,51%
    └─ Raw material cost,363,421,422,732,943,556,641,1233,1623,1886,2090,2056
    └─ Change in inventory,15,-31,-54,-18,-17,-51,-5,-201,-169,-24,-90,107
  └─ Manufacturing Cost %,18%,20%,25%,20%,22%,25%,17%,22%,20%,17%,20%,6%
  └─ Employee Cost %,8%,10%,9%,6%,5%,8%,8%,6%,5%,5%,6%,6%
  └─ Other Cost %,7%,7%,8%,7%,5%,8%,8%,6%,8%,7%,10%,22%
Operating Profit,131,181,163,289,386,209,224,518,694,774,561,625
OPM %,17%,20%,18%,19%,20%,17%,17%,22%,22%,21%,14%,15%
Other Income,12,2,7,4,3,6,5,1,4,36,109,2
  └─ Exceptional items,7.46,0.00,-0.31,-0.20,-0.14,-0.40,-0.78,0.03,0.45,9.01,90.61,-10.72
  └─ Other income normal,4.91,2.32,7.37,4.36,3.11,6.80,5.59,1.43,3.51,27.40,18.72,13.12
Interest,32,55,78,73,84,80,81,97,122,147,167,210
Depreciation,32,53,75,85,121,121,117,169,202,257,271,333
Profit before tax,79,75,17,135,184,15,32,253,374,406,231,84
Tax %,5%,27%,33%,30%,35%,34%,35%,22%,34%,28%,-80%,15%
Net Profit,75,55,11,95,120,10,21,198,248,291,415,72
  └─ Exceptional items AT,6,0,-0,-0,-0,-0,-1,0,0,0,7,-9
  └─ Profit excl Excep,70,55,11,95,120,10,21,198,248,291,408,81
  └─ Profit for PE,70,55,11,95,120,10,21,198,248,291,408,81
  └─ Profit for EPS,75,55,11,95,120,10,21,198,248,291,415,72
  └─ Profit Growth %,715%,-22%,-79%,732%,26%,-92%,113%,834%,25%,17%,40%,-80%
EPS in Rs,5.49,3.81,0.78,5.82,7.36,0.59,1.29,12.36,15.52,16.11,22.93,3.95
Dividend Payout %,7%,11%,26%,3%,4%,0%,0%,14%,13%,12%,9%,25%
