Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,33,30,43,61,86,135,240
  └─ Sales Growth %,,-7%,43%,41%,40%,57%,77%
Expenses,19,19,40,67,71,92,204
  └─ Material Cost %,28%,31%,63%,77%,53%,47%,73%
    └─ Raw material cost,9,10,27,48,45,64,175
    └─ Change in inventory,0,-0,-0,-0,0,-0,-1
  └─ Manufacturing Cost %,15%,15%,13%,18%,17%,11%,3%
  └─ Employee Cost %,4%,6%,5%,6%,6%,5%,3%
  └─ Other Cost %,10%,10%,10%,8%,7%,5%,7%
Operating Profit,14,11,4,-6,15,44,36
OPM %,43%,37%,9%,-9%,18%,32%,15%
Other Income,2,1,0,1,0,0,2
  └─ Exceptional items,0.62,0.00,0.00,0.02,0.04,-0.36,0.00
  └─ Other income normal,1.07,1.24,0.31,0.81,0.13,0.53,2.25
Interest,2,1,1,4,4,2,1
Depreciation,1,1,2,7,9,9,9
Profit before tax,13,11,2,-16,3,33,28
Tax %,28%,19%,31%,3%,39%,10%,20%
Net Profit,9,9,1,-16,2,29,22
  └─ Exceptional items AT,0.43,0.00,0.00,0.02,0.03,-0.32,0.00
  └─ Profit excl Excep,8.76,8.80,1.11,-16.13,1.67,29.61,22.38
  └─ Profit for PE,8.76,8.80,1.11,-16.13,1.67,29.61,22.38
  └─ Profit for EPS,9.19,8.80,1.11,-16.11,1.70,29.29,22.38
  └─ Profit Growth %,,0.46%,-87.39%,-1553.15%,110.35%,1673.05%,-24.42%
EPS in Rs,7.41,7.10,0.90,-13.03,1.38,23.69,18.10
Dividend Payout %,0%,0%,0%,0%,0%,4%,8%
