Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,87,115,159,198,262,299,149,257,256,341,713,564
  └─ Sales Growth %,,32.02%,37.98%,25.01%,32.20%,14.27%,-50.16%,72.08%,-0.36%,33.32%,109.07%,-20.92%
Expenses,62,80,114,137,194,211,109,208,207,229,545,412
  └─ Material Cost %,6.82%,-29.80%,-43.99%,-41.41%,9.47%,-5.84%,-21.57%,-19.09%,-67.45%,-109.64%,-2.95%,34.50%
    └─ Raw material cost,0,0,11,18,19,20,9,22,17,26,52,944
    └─ Change in inventory,6,-34,-81,-101,6,-37,-42,-71,-190,-400,-73,-749
  └─ Manufacturing Cost %,46.97%,83.28%,86.22%,82.67%,40.46%,54.33%,59.38%,68.51%,117.58%,137.41%,48.90%,0.00%
  └─ Employee Cost %,11.51%,10.35%,9.79%,8.31%,8.15%,7.26%,18.31%,17.19%,14.41%,20.16%,12.26%,15.04%
  └─ Other Cost %,6.09%,5.61%,20.18%,19.72%,15.98%,14.63%,16.60%,14.47%,16.27%,19.32%,18.20%,23.53%
Operating Profit,25,35,44,61,68,89,41,49,49,112,168,152
OPM %,29%,31%,28%,31%,26%,30%,27%,19%,19%,33%,24%,27%
Other Income,0,2,1,4,2,2,2,7,7,9,23,20
  └─ Exceptional items,-0.01,-0.02,-0.03,-0.04,-0.07,-0.06,-0.10,-0.18,0.45,6.87,11.70,0.00
  └─ Other income normal,0.30,1.58,0.85,3.99,2.26,2.21,1.89,7.58,6.72,2.51,10.96,20.46
Interest,8,9,12,15,21,24,27,17,14,41,21,31
Depreciation,0,1,1,1,1,1,1,2,3,4,5,6
Profit before tax,17,27,32,48,48,65,14,38,40,76,165,135
Tax %,39%,38%,33%,35%,35%,37%,38%,34%,30%,33%,28%,23%
Net Profit,10,17,22,31,31,41,9,25,28,51,119,103
  └─ Minority share,0,0,-1,-1,-1,-2,-0,0,-2,-10,-9,-7
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,-0,-0,0,5,8,0
  └─ Profit excl Excep,10,17,22,31,31,41,9,25,28,46,111,103
  └─ Profit for PE,11,17,20,30,31,39,9,25,25,38,103,96
  └─ Profit for EPS,11,17,20,30,31,39,9,25,26,42,110,96
  └─ Profit Growth %,,62%,18%,49%,2%,28%,-78%,185%,1%,49%,171%,-6%
EPS in Rs,10.56,6.66,7.14,9.47,8.70,11.06,2.46,5.90,5.65,9.17,24.25,21.03
Dividend Payout %,0%,0%,0%,0%,17%,0%,0%,0%,58%,38%,25%,11%
