Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,154,154,155,205,255,278,335,407
  └─ Sales Growth %,,0.10%,0.77%,31.77%,24.58%,9.13%,20.51%,21.31%
Expenses,137,137,137,182,226,239,290,349
  └─ Material Cost %,55%,50%,53%,57%,58%,53%,52%,56%
    └─ Raw material cost,89,88,65,125,150,148,187,234
    └─ Change in inventory,-5,-10,18,-8,-3,-1,-11,-8
  └─ Manufacturing Cost %,5%,5%,11%,12%,12%,14%,13%,0%
  └─ Employee Cost %,15%,17%,15%,13%,12%,13%,13%,12%
  └─ Other Cost %,15%,16%,8%,6%,6%,7%,8%,19%
Operating Profit,17,17,19,22,29,39,45,57
OPM %,11%,11%,12%,11%,11%,14%,13%,14%
Other Income,2,3,4,5,6,9,9,17
  └─ Exceptional items,0.00,0.00,0.38,1.22,0.76,1.80,3.66,-0.70
  └─ Other income normal,1.63,2.81,3.63,3.81,5.13,6.72,5.67,17.59
Interest,2,2,2,1,2,2,2,2
Depreciation,3,3,4,4,4,5,5,7
Profit before tax,13,14,17,22,29,41,47,65
Tax %,27%,27%,31%,22%,23%,25%,23%,22%
Net Profit,9,11,12,17,22,31,36,50
  └─ Profit from Associates,0,1,0,0,0,0,0,0
  └─ Minority share,0,0,0,-0,0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,1,1,1,3,-1
  └─ Profit excl Excep,9,11,11,16,22,29,33,51
  └─ Profit for PE,9,11,11,16,22,29,33,51
  └─ Profit for EPS,9,11,12,17,22,31,36,50
  └─ Profit Growth %,,17%,3%,40%,34%,36%,13%,54%
EPS in Rs,25.39,29.81,31.36,45.54,59.29,10.94,9.59,13.45
Dividend Payout %,0%,0%,13%,9%,7%,5%,16%,11%
