Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,141,138,235,449,591,587,536
  └─ Sales Growth %,,-2.02%,69.94%,90.69%,31.58%,-0.55%,-8.79%
Expenses,131,61,102,273,381,442,552
  └─ Material Cost %,0%,0%,0%,0%,0%,1%,1%
    └─ Raw material cost,0.00,0.00,0.14,1.53,2.24,3.29,7.73
  └─ Manufacturing Cost %,5%,2%,3%,5%,11%,14%,0%
  └─ Employee Cost %,21%,15%,11%,12%,14%,18%,24%
  └─ Other Cost %,66%,27%,30%,44%,39%,43%,77%
Operating Profit,10,78,133,176,210,145,-17
OPM %,7%,56%,57%,39%,36%,25%,-3%
Other Income,40,12,14,15,-54,16,-3
  └─ Exceptional items,1.77,0.00,0.00,0.00,-72.52,0.00,-41.03
  └─ Other income normal,37.88,12.25,14.39,15.37,18.51,15.93,37.75
Interest,3,6,3,3,6,6,6
Depreciation,1,1,1,3,7,12,16
Profit before tax,46,83,144,185,143,143,-42
Tax %,28%,27%,26%,27%,27%,24%,13%
Net Profit,33,61,106,134,103,109,-48
  └─ Minority share,0,0,0,0,-0,-1,8
  └─ Exceptional items AT,1,0,0,0,-40,0,-41
  └─ Profit excl Excep,32,61,106,134,143,109,-7
  └─ Profit for PE,32,61,106,134,143,107,-5
  └─ Profit for EPS,33,61,106,134,103,107,-39
  └─ Profit Growth %,,92%,74%,27%,6%,-25%,-105%
EPS in Rs,0.09,0.18,0.30,0.39,0.29,0.30,-0.11
Dividend Payout %,0%,36%,21%,0%,17%,0%,0%
