Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,206,196,292,419,432,426,419
  └─ Sales Growth %,,-5.11%,49.25%,43.39%,3.22%,-1.46%,-1.62%
Expenses,193,162,232,335,343,342,344
  └─ Material Cost %,50.00%,49.82%,49.30%,48.76%,46.08%,43.71%,42.21%
    └─ Raw material cost,97,95,166,215,210,182,174
    └─ Change in inventory,7,2,-22,-11,-11,5,2
  └─ Manufacturing Cost %,2.28%,7.22%,8.62%,7.21%,7.45%,8.94%,0.00%
  └─ Employee Cost %,17.05%,13.84%,11.55%,11.84%,13.39%,14.73%,15.50%
  └─ Other Cost %,24.11%,11.64%,9.82%,12.10%,12.49%,12.74%,24.30%
Operating Profit,14,34,60,84,89,85,75
OPM %,7%,17%,21%,20%,21%,20%,18%
Other Income,6,2,5,7,10,17,20
  └─ Exceptional items,-0.07,-3.44,-0.23,0.30,1.30,0.40,-3.30
  └─ Other income normal,5.81,5.93,5.55,6.30,8.40,16.80,22.80
Interest,1,10,12,16,22,21,26
Depreciation,4,21,22,28,38,44,52
Profit before tax,14,6,32,46,39,36,18
Tax %,38%,69%,27%,25%,25%,20%,26%
Net Profit,8,2,23,35,29,29,13
  └─ Minority share,-1,-1,-2,-2,1,-0,-1
  └─ Exceptional items AT,-0,-1,-0,0,1,0,-2
  └─ Profit excl Excep,8,3,23,35,28,29,15
  └─ Profit for PE,8,1,22,33,29,29,14
  └─ Profit for EPS,8,1,21,33,30,29,12
  └─ Profit Growth %,,-81%,1401%,52%,-11%,-1%,-50%
EPS in Rs,10.39,1.40,28.96,44.63,5.83,5.10,2.12
Dividend Payout %,0%,104%,35%,43%,0%,0%,0%
