Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,342,508,804,682,576,498,223,173,268,136,236
  └─ Sales Growth %,,49%,58%,-15%,-15%,-14%,-55%,-23%,55%,-49%,74%
Expenses,355,555,814,596,529,511,199,172,264,133,248
  └─ Material Cost %,70%,63%,78%,56%,64%,74%,77%,78%,83%,69%,87%
    └─ Raw material cost,220,344,627,477,269,368,47,135,222,134,205
    └─ Change in inventory,18,-25,-1,-96,99,1,124,-0,-0,-40,1
  └─ Manufacturing Cost %,23%,23%,15%,21%,19%,21%,5%,10%,6%,13%,0%
  └─ Employee Cost %,4%,4%,3%,4%,4%,5%,3%,4%,3%,6%,3%
  └─ Other Cost %,7%,20%,6%,8%,5%,3%,4%,6%,6%,9%,14%
Operating Profit,-13,-47,-10,85,48,-14,24,1,4,3,-12
OPM %,-4%,-9%,-1%,13%,8%,-3%,11%,0%,2%,2%,-5%
Other Income,134,111,76,62,50,59,14,-51,67,12,36
  └─ Exceptional items,1,0,0,-8,1,1,-48,-118,-14,-76,-33
  └─ Other income normal,133,111,76,70,49,58,62,67,81,88,69
Interest,33,50,62,40,31,26,8,8,9,10,18
Depreciation,28,35,34,35,37,37,13,12,11,9,8
Profit before tax,59,-21,-30,73,30,-18,18,-70,51,-4,-2
Tax %,26%,120%,-129%,8%,20%,242%,88%,22%,15%,226%,488%
Net Profit,44,-45,9,67,24,-62,2,-85,44,-12,-12
  └─ Minority share,-4,3,10,-19,9,15,0,0,0,0,-0
  └─ Exceptional items AT,0,0,0,-6,0,1,0,-118,-0,2,-33
  └─ Profit excl Excep,43,-45,9,74,24,-63,2,33,44,-15,20
  └─ Profit for PE,40,-43,19,53,33,-48,2,33,44,-15,20
  └─ Profit for EPS,40,-43,19,49,33,-47,2,-85,44,-12,-13
  └─ Profit Growth %,,-208%,144%,181%,-39%,-246%,104%,1460%,33%,-133%,236%
EPS in Rs,56.27,-59.96,26.57,68.28,46.12,-65.61,3.11,-119.09,61.53,-17.07,-17.83
Dividend Payout %,5%,-3%,-0%,3%,-0%,-0%,32%,-1%,5%,-18%,-17%
