Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2026
Sales,120,347,177,397,568,272,390
  └─ Sales Growth %,,188.92%,-48.93%,123.82%,43.14%,-52.20%,
Expenses,118,340,181,372,540,272,375
  └─ Material Cost %,94%,20%,22%,12%,9%,49%,90%
    └─ Raw material cost,140,79,31,55,102,96,363
    └─ Change in inventory,-27,-8,9,-7,-51,37,-12
  └─ Manufacturing Cost %,0%,74%,75%,79%,84%,48%,0%
  └─ Employee Cost %,1%,1%,2%,1%,1%,1%,1%
  └─ Other Cost %,3%,2%,3%,2%,1%,2%,5%
Operating Profit,2,8,-4,25,28,-1,16
OPM %,2%,2%,-2%,6%,5%,-0%,4%
Other Income,1,0,1,2,1,2,6
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.13,0.11,-0.07
  └─ Other income normal,1.42,0.47,0.75,2.00,1.35,1.60,5.63
Interest,2,8,6,6,4,6,8
Depreciation,0,4,5,2,2,2,3
Profit before tax,1,-4,-14,19,23,-7,11
Tax %,82%,2%,-3%,6%,23%,2%,24%
Net Profit,0,-5,-14,18,18,-8,8
  └─ Minority share,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.09,0.11,-0.06
  └─ Profit excl Excep,0.26,-4.53,-13.80,17.61,17.89,-7.61,8.28
  └─ Profit for PE,0.26,-4.53,-13.80,17.61,17.89,-7.61,8.18
  └─ Profit for EPS,0.26,-4.53,-13.80,17.61,17.98,-7.50,8.12
  └─ Profit Growth %,,-1842.31%,-204.64%,227.61%,1.59%,-142.54%,
EPS in Rs,0.03,-0.35,-1.05,1.33,1.36,-0.57,0.62
Dividend Payout %,0%,0%,0%,3%,2%,0%,0%
