Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,356,373,411,801,926,1081,1244,1630
  └─ Sales Growth %,,4.92%,10.00%,94.94%,15.72%,16.72%,15.02%,31.06%
Expenses,315,322,356,704,813,927,1057,1387
  └─ Material Cost %,79%,76%,76%,77%,60%,54%,51%,51%
    └─ Raw material cost,283,292,309,612,552,583,664,838
    └─ Change in inventory,-2,-8,2,5,0,-3,-25,-11
  └─ Manufacturing Cost %,2%,3%,3%,3%,19%,19%,20%,21%
  └─ Employee Cost %,5%,5%,5%,5%,6%,8%,9%,10%
  └─ Other Cost %,2%,2%,3%,2%,4%,5%,5%,3%
Operating Profit,41,51,54,96,114,154,186,243
OPM %,11%,14%,13%,12%,12%,14%,15%,15%
Other Income,0,1,1,3,9,12,12,7
  └─ Exceptional items,0.00,0.00,0.15,-0.01,2.26,0.03,-0.18,0.75
  └─ Other income normal,0.22,1.30,1.22,2.88,6.94,12.46,12.05,6.67
Interest,6,5,4,6,20,21,2,17
Depreciation,11,10,6,8,11,16,25,45
Profit before tax,25,38,46,86,92,130,171,188
Tax %,20%,26%,26%,25%,26%,27%,25%,25%
Net Profit,20,28,34,64,68,94,128,141
  └─ Exceptional items AT,0,0,0,-0,2,0,-0,1
  └─ Profit excl Excep,20,28,34,64,66,94,128,140
  └─ Profit for PE,20,28,34,64,66,94,128,140
  └─ Profit for EPS,20,28,34,64,68,94,128,141
  └─ Profit Growth %,,40%,23%,86%,4%,42%,36%,9%
EPS in Rs,165.67,232.42,287.50,532.92,14.16,16.49,22.41,24.63
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,8%
