Metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,378,834,1010,1320,1340,1051,1198,2269
  └─ Sales Growth %,,121%,21%,31%,2%,-22%,14%,89%
Expenses,206,449,567,738,766,645,822,1842
  └─ Material Cost %,27.31%,27.49%,29.90%,30.23%,30.53%,29.97%,25.49%,29.21%
    └─ Raw material cost,125,240,310,459,430,266,223,705
    └─ Change in inventory,-21,-11,-8,-60,-21,49,83,-43
  └─ Manufacturing Cost %,13.73%,12.56%,13.37%,13.24%,13.34%,12.85%,14.69%,0.00%
  └─ Employee Cost %,7.84%,7.81%,7.55%,7.61%,8.82%,12.93%,20.95%,22.38%
  └─ Other Cost %,5.71%,6.00%,5.31%,4.84%,4.48%,5.66%,7.53%,29.59%
Operating Profit,172,385,443,582,574,406,375,427
OPM %,45%,46%,44%,44%,43%,39%,31%,19%
Other Income,1,66,68,133,46,62,58,5
  └─ Exceptional items,0.16,6.29,3.36,74.22,15.68,44.84,40.85,-29.47
  └─ Other income normal,0.44,60.02,64.61,59.07,30.67,17.00,17.60,34.09
Interest,3,23,12,9,13,7,12,37
Depreciation,12,24,32,39,48,55,77,187
Profit before tax,158,405,468,668,560,406,344,207
Tax %,31%,22%,23%,32%,27%,26%,23%,27%
Net Profit,109,317,362,454,411,300,265,150
  └─ Minority share,0,0,0,0,0,0,3,29
  └─ Exceptional items AT,0,5,3,50,11,33,31,-18
  └─ Profit excl Excep,109,312,360,403,400,267,234,168
  └─ Profit for PE,109,312,360,403,400,267,237,197
  └─ Profit for EPS,109,317,362,454,411,300,268,179
  └─ Profit Growth %,,186%,15%,12%,-1%,-33%,-11%,-17%
EPS in Rs,,12.45,14.23,17.83,16.16,11.80,10.52,4.68
Dividend Payout %,0%,20%,14%,28%,37%,0%,0%,0%
