Metric,Mar 2006,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016
Sales,3.68,2.94,1.51,0.68,52.97,47.46,46.63,38.51,33.35,28.64,23.43
  └─ Sales Growth %,,-20.11%,-48.64%,-54.97%,7689.71%,-10.40%,-1.75%,-17.41%,-13.40%,-14.12%,-18.19%
Expenses,4.46,4.94,2.90,2.87,51.02,55.75,47.36,37.84,42.42,148.09,26.37
  └─ Material Cost %,-13%,14%,3%,-6%,2%,-0%,0%,0%,0%,0%,0%
    └─ Change in inventory,-0.49,0.42,0.04,-0.04,1.24,-0.01,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,12%,10%,18%,93%,9%,6%,2%,1%,0%,2%,3%
  └─ Employee Cost %,85%,102%,111%,106%,50%,78%,61%,60%,42%,51%,45%
  └─ Other Cost %,38%,42%,60%,229%,35%,34%,38%,37%,85%,464%,64%
Operating Profit,-0.78,-2.00,-1.39,-2.19,1.95,-8.29,-0.73,0.67,-9.07,-119.45,-2.94
OPM %,-21.20%,-68.03%,-92.05%,-322.06%,3.68%,-17.47%,-1.57%,1.74%,-27.20%,-417.07%,-12.55%
Other Income,3.54,3.81,5.07,5.59,5.31,4.66,3.54,3.28,3.43,3.29,3.33
  └─ Exceptional items,0.00,-0.04,0.01,-1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,3.54,3.85,5.06,6.61,5.31,4.66,3.54,3.28,3.43,3.29,3.33
Interest,0.45,0.40,0.29,0.02,3.14,4.98,4.73,2.79,11.71,8.69,6.09
Depreciation,0.77,0.77,0.60,0.64,1.24,8.29,6.54,1.13,1.17,1.50,0.83
Profit before tax,1.54,0.64,2.79,2.74,2.88,-16.90,-8.46,0.03,-18.52,-126.35,-6.53
Tax %,18.83%,23.44%,22.58%,35.04%,34.72%,5.98%,-2.72%,-300.00%,-2.81%,0.55%,1.99%
Net Profit,1.25,0.49,2.16,1.78,1.88,-17.91,-8.23,0.12,-18.01,-127.05,-6.67
  └─ Exceptional items AT,0,-0,0,-1,0,0,0,0,0,0,0
  └─ Profit excl Excep,1,1,2,2,2,-18,-8,0,-18,-127,-7
  └─ Profit for PE,1,1,2,2,2,-18,-8,0,-18,-127,-7
  └─ Profit for EPS,1,0,2,2,2,-18,-8,0,-18,-127,-7
  └─ Profit Growth %,,-58%,313%,15%,-24%,-1053%,54%,101%,-15108%,-605%,95%
EPS in Rs,,,,,2.71,-18.81,-8.61,0.13,-18.85,-132.97,-6.98
Dividend Payout %,28.80%,48.98%,27.78%,16.85%,18.43%,-1.06%,0.00%,0.00%,0.00%,0.00%,0.00%
