Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,169,147,129,137,136,192,200,168,144
  └─ Sales Growth %,,-12.85%,-12.13%,6.23%,-0.83%,40.82%,3.96%,-15.95%,-13.89%
Expenses,152,127,119,120,126,179,186,155,147
  └─ Material Cost %,79%,71%,72%,63%,66%,73%,75%,69%,69%
    └─ Raw material cost,131,106,95,88,100,142,148,130,104
    └─ Change in inventory,2,-1,-2,-1,-10,-2,1,-14,-5
  └─ Manufacturing Cost %,6%,9%,11%,5%,6%,5%,5%,7%,0%
  └─ Employee Cost %,1%,1%,1%,6%,5%,4%,5%,5%,4%
  └─ Other Cost %,4%,6%,8%,13%,14%,11%,8%,12%,29%
Operating Profit,17,20,11,18,11,13,14,12,-3
OPM %,10%,14%,8%,13%,8%,7%,7%,7%,-2%
Other Income,1,1,6,0,7,6,8,4,-6
  └─ Exceptional items,-0.01,0.03,0.18,0.00,0.16,0.13,0.44,-6.63,-8.06
  └─ Other income normal,1.43,0.53,6.03,0.46,6.61,6.14,7.51,10.72,2.13
Interest,7,5,4,4,4,4,4,3,4
Depreciation,5,5,5,5,5,4,4,5,5
Profit before tax,7,10,8,8,9,11,13,8,-17
Tax %,30%,27%,16%,25%,30%,36%,20%,31%,-1%
Net Profit,5,7,7,6,6,7,11,6,-17
  └─ Minority share,-0,0,0,-0,-0,0,0,0,0
  └─ Exceptional items AT,-0,0,0,0,0,0,0,-4,-8
  └─ Profit excl Excep,5,7,6,6,6,7,10,10,-9
  └─ Profit for PE,5,7,6,6,6,7,10,10,-9
  └─ Profit for EPS,5,7,7,6,6,7,11,6,-17
  └─ Profit Growth %,,46%,-13%,-7%,-5%,19%,55%,-2%,-185%
EPS in Rs,2.74,4.02,3.58,3.25,3.15,3.72,5.86,3.21,-9.14
Dividend Payout %,0%,0%,0%,0%,0%,0%,9%,0%,0%
