Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,2996,2348,2686,3147,3328,3520,3923
  └─ Sales Growth %,,-21.62%,14.36%,17.16%,5.76%,5.77%,11.45%
Expenses,2762,2154,2488,2961,3085,3089,3381
  └─ Material Cost %,31%,28%,32%,35%,38%,31%,54%
    └─ Raw material cost,910,634,869,1122,1234,1136,2107
    └─ Change in inventory,18,27,-11,-27,25,-60,28
  └─ Manufacturing Cost %,40%,39%,37%,40%,37%,39%,0%
  └─ Employee Cost %,6%,7%,7%,6%,5%,5%,6%
  └─ Other Cost %,16%,17%,17%,13%,13%,13%,26%
Operating Profit,234,195,197,186,243,431,542
OPM %,8%,8%,7%,6%,7%,12%,14%
Other Income,16,19,11,11,1,21,23
  └─ Exceptional items,-0.55,0.06,0.80,-0.04,-4.02,0.34,-2.85
  └─ Other income normal,16.54,18.98,10.45,11.07,5.29,20.53,25.99
Interest,180,142,146,136,173,126,135
Depreciation,69,59,59,55,58,61,79
Profit before tax,0,13,4,6,13,266,351
Tax %,-2948%,80%,62%,73%,86%,27%,37%
Net Profit,13,3,1,2,2,195,220
  └─ Minority share,0,0,0,0,0,0,8
  └─ Exceptional items AT,7,0,-0,-0,-1,0,-2
  └─ Profit excl Excep,5,2,2,2,2,195,222
  └─ Profit for PE,5,2,2,2,2,195,230
  └─ Profit for EPS,13,3,1,2,2,195,228
  └─ Profit Growth %,,-54%,-38%,4%,48%,8077%,18%
EPS in Rs,0.54,0.11,0.06,0.07,0.07,6.97,8.16
Dividend Payout %,0%,0%,0%,0%,0%,52%,66%
