Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018
Sales,189,362,1225,2408,4048,5606,6645,6587,6501,8036,8072,8717
  └─ Sales Growth %,,91.61%,238.88%,96.51%,68.12%,38.47%,18.54%,-0.87%,-1.31%,23.61%,0.46%,7.98%
Expenses,102,189,1079,1608,2883,4117,4800,4684,4337,5499,4804,5444
  └─ Material Cost %,14.51%,9.29%,0.00%,0.13%,3.38%,2.22%,2.34%,3.45%,3.72%,3.50%,2.01%,1.99%
    └─ Raw material cost,27,34,0,3,137,124,146,226,239,281,171,227
    └─ Change in inventory,0,0,0,0,0,0,9,1,3,0,-8,-54
  └─ Manufacturing Cost %,6.42%,14.55%,45.26%,42.61%,53.90%,59.34%,59.48%,55.63%,48.92%,53.10%,43.69%,47.68%
  └─ Employee Cost %,6.79%,5.63%,24.46%,14.82%,8.70%,6.60%,5.76%,6.31%,7.10%,6.14%,6.50%,6.67%
  └─ Other Cost %,26.41%,22.67%,18.33%,9.22%,5.23%,5.28%,4.64%,5.71%,6.98%,5.70%,7.32%,6.11%
Operating Profit,87,173,146,800,1165,1489,1845,1903,2164,2537,3268,3273
OPM %,46%,48%,12%,33%,29%,27%,28%,29%,33%,32%,40%,38%
Other Income,9,76,151,94,78,123,144,212,327,321,326,1062
  └─ Exceptional items,0,0,44,14,-1,1,1,-2,3,16,-2,7
  └─ Other income normal,9,76,107,79,79,123,143,214,324,305,329,1055
Interest,21,107,182,309,508,751,1126,1481,1858,2589,3104,3760
Depreciation,3,8,35,60,61,77,94,151,152,196,366,413
Profit before tax,71,134,80,524,674,785,768,483,481,72,125,162
Tax %,36%,35%,60%,35%,33%,31%,30%,6%,17%,121%,59%,101%
Net Profit,51,95,29,347,445,543,546,462,415,87,146,65
  └─ Profit from Associates,6,7,-3,9,-5,4,5,5,15,102,95,66
  └─ Minority share,0,-1,-3,-3,-12,-46,-25,1,29,35,4,111
  └─ Exceptional items AT,0,0,19,9,-0,0,1,-1,2,-22,0,-3
  └─ Profit excl Excep,51,95,10,338,445,542,545,463,412,109,145,68
  └─ Profit for PE,51,93,9,335,433,497,519,464,441,144,149,178
  └─ Profit for EPS,51,93,26,344,433,497,520,463,444,122,149,176
  └─ Profit Growth %,,81%,-90%,3514%,29%,15%,5%,-11%,-5%,-67%,4%,20%
EPS in Rs,,,,10.47,13.16,15.11,15.82,14.07,13.48,3.71,4.54,5.34
Dividend Payout %,63%,37%,82%,17%,18%,19%,15%,17%,22%,54%,44%,0%
