Metric,Mar 2015,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3334,5865,6214,7782,8749,10260,12207,14278
  └─ Sales Growth %,,,5.95%,25.22%,12.44%,17.27%,18.98%,16.96%
Expenses,2748,4427,4565,5791,6848,7743,9182,10660
  └─ Material Cost %,42.43%,32.02%,28.65%,31.12%,33.28%,30.77%,28.58%,28.38%
    └─ Raw material cost,1504,1889,2028,2871,2623,3252,3672,4016
    └─ Change in inventory,-89,-10,-247,-450,289,-95,-183,36
  └─ Manufacturing Cost %,0.28%,2.88%,2.83%,2.80%,2.84%,3.24%,3.25%,0.00%
  └─ Employee Cost %,18.79%,22.77%,22.78%,20.83%,21.93%,22.04%,22.07%,22.30%
  └─ Other Cost %,20.92%,17.81%,19.20%,19.67%,20.20%,19.42%,21.32%,23.98%
Operating Profit,586,1438,1649,1991,1902,2517,3026,3617
OPM %,18%,25%,27%,26%,22%,25%,25%,25%
Other Income,76,122,183,210,141,295,548,241
  └─ Exceptional items,0,46,63,87,37,135,327,-130
  └─ Other income normal,76,76,120,123,104,160,221,370
Interest,2,23,21,60,46,34,432,639
Depreciation,39,99,119,167,326,378,621,886
Profit before tax,621,1438,1692,1975,1671,2399,2521,2333
Tax %,29%,27%,24%,26%,22%,19%,20%,17%
Net Profit,445,1056,1293,1453,1310,1942,2011,1938
  └─ Profit from Associates,1,0,0,0,0,0,0,0
  └─ Minority share,-6,-26,-28,-19,-28,-29,-20,-25
  └─ Exceptional items AT,0,33,48,64,29,106,255,-97
  └─ Profit excl Excep,445,1023,1245,1389,1281,1835,1756,2035
  └─ Profit for PE,439,998,1218,1370,1254,1808,1739,2009
  └─ Profit for EPS,439,1030,1265,1433,1282,1913,1991,1913
  └─ Profit Growth %,,,22%,12%,-8%,44%,-4%,16%
EPS in Rs,219.33,25.72,31.59,35.78,32.00,47.75,48.26,46.34
Dividend Payout %,0%,0%,24%,0%,0%,0%,0%,0%
