Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024
Revenue,1.37,1.72,2.31,1.76,0.99,0.94,1.22,2.09,1.38
  └─ Sales Growth %,,25.55%,34.30%,-23.81%,-43.75%,-5.05%,29.79%,71.31%,-33.97%
Interest,0.06,0.07,0.04,0.05,0.03,0.04,0.06,0.20,0.14
Expenses,0.69,0.67,0.32,0.99,0.73,0.26,0.64,0.94,0.79
  └─ Manufacturing Cost %,0.73%,0.00%,0.00%,2.27%,3.03%,4.26%,5.74%,4.31%,6.52%
  └─ Employee Cost %,10.22%,9.30%,2.16%,18.18%,42.42%,9.57%,27.87%,31.58%,34.78%
  └─ Other Cost %,39.42%,29.65%,11.69%,35.80%,28.28%,13.83%,18.85%,9.09%,15.94%
Financing Profit,0.62,0.98,1.95,0.72,0.23,0.64,0.52,0.95,0.45
Financing Margin %,45.26%,56.98%,84.42%,40.91%,23.23%,68.09%,42.62%,45.45%,32.61%
Other Income,0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.00,0.00
  └─ Other income normal,0.00,0.00,0.00,0.00,0.01,0.00,0.05,0.00,0.00
Depreciation,0.05,0.05,0.04,0.05,0.05,0.05,0.08,0.35,0.27
Profit before tax,0.57,0.93,1.91,0.67,0.19,0.59,0.49,0.60,0.18
Tax %,40.35%,33.33%,26.70%,50.75%,31.58%,23.73%,10.20%,26.67%,27.78%
Net Profit,0.34,0.62,1.40,0.33,0.13,0.45,0.44,0.43,0.14
  └─ Profit excl Excep,0,1,1,0,0,0,0,0,0
  └─ Profit for PE,0,1,1,0,0,0,0,0,0
  └─ Profit for EPS,0,1,1,0,0,0,0,0,0
  └─ Profit Growth %,,82%,126%,-76%,-61%,246%,-2%,-2%,-67%
EPS in Rs,0.02,0.04,0.10,0.02,0.01,0.03,0.03,0.03,0.01
Dividend Payout %,66.18%,12.10%,5.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
