Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,246,332,302,381,525
  └─ Sales Growth %,,34.68%,-8.96%,25.96%,37.89%
Expenses,233,313,281,352,489
  └─ Material Cost %,71%,74%,76%,75%,78%
    └─ Raw material cost,164,254,244,295,442
    └─ Change in inventory,11,-9,-14,-9,-33
  └─ Manufacturing Cost %,8%,7%,7%,0%,0%
  └─ Employee Cost %,3%,2%,2%,2%,2%
  └─ Other Cost %,12%,11%,8%,15%,14%
Operating Profit,14,19,21,29,36
OPM %,6%,6%,7%,8%,7%
Other Income,1,3,1,2,3
  └─ Exceptional items,-0.00,-0.01,-0.00,-0.00,-0.00
  └─ Other income normal,1.07,3.47,0.59,1.76,3.01
Interest,6,9,10,11,12
Depreciation,4,4,5,5,5
Profit before tax,5,9,8,14,23
Tax %,23%,28%,23%,29%,29%
Net Profit,3,6,6,10,16
  └─ Exceptional items AT,0,-0,0,0,0
  └─ Profit excl Excep,3,7,6,10,16
  └─ Profit for PE,3,7,6,10,16
  └─ Profit for EPS,3,6,6,10,16
  └─ Profit Growth %,,88%,-10%,70%,60%
EPS in Rs,0.88,1.65,1.49,2.65,4.05
Dividend Payout %,0%,0%,10%,10%,0%
