Metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,983,1074,11,19,22,16,20,31,43,63,76
  └─ Sales Growth %,,9.24%,-98.95%,65.89%,18.68%,-25.78%,21.51%,56.52%,36.91%,46.83%,21.66%
Expenses,909,998,3,4,6,6,4,6,6,7,12
  └─ Material Cost %,78.10%,77.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
    └─ Raw material cost,768.85,829.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
    └─ Change in inventory,-0.92,4.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,0.00%,0.00%,0.36%,0.00%,0.54%,0.12%,0.20%,0.16%,0.09%,0.06%,0.00%
  └─ Employee Cost %,3.39%,3.18%,6.06%,9.02%,9.95%,6.28%,10.23%,10.29%,8.80%,6.57%,0.37%
  └─ Other Cost %,10.99%,12.04%,23.06%,14.65%,16.33%,29.01%,11.13%,7.63%,5.83%,4.85%,15.75%
Operating Profit,74,77,8,14,16,11,16,26,36,56,64
OPM %,8%,7%,71%,76%,73%,65%,78%,82%,85%,89%,84%
Other Income,4,2,184,134,214,347,248,319,543,247,312
  └─ Exceptional items,0,0,-12,1,-4,0,0,0,0,0,-0
  └─ Other income normal,4,2,197,132,218,347,248,319,543,247,312
Interest,2,0,0,0,0,0,0,0,0,0,0
Depreciation,16,15,0,0,1,1,1,1,0,0,0
Profit before tax,59,63,192,148,230,357,264,344,579,302,375
Tax %,29%,32%,17%,14%,37%,25%,25%,25%,25%,26%,25%
Net Profit,132,135,160,126,144,267,198,259,434,222,282
  └─ Profit from Associates,90,92,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,-10,1,-2,0,0,0,0,0,-0
  └─ Profit excl Excep,132,135,170,125,147,267,198,259,434,222,282
  └─ Profit for PE,132,135,170,125,147,267,198,259,434,222,282
  └─ Profit for EPS,132,135,160,126,144,267,198,259,434,222,282
  └─ Profit Growth %,,2%,26%,-26%,17%,82%,-26%,31%,67%,-49%,27%
EPS in Rs,35.09,35.92,42.42,33.57,38.31,70.89,52.50,68.84,115.15,59.01,74.87
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,13%
