Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,354,357,356,342,303,342,396,506,565,533,533,588
  └─ Sales Growth %,23.44%,0.86%,-0.29%,-3.82%,-11.43%,12.92%,15.81%,27.69%,11.74%,-5.77%,-0.00%,10.44%
Expenses,330,321,320,313,273,306,351,442,452,409,428,452
  └─ Material Cost %,56.57%,55.33%,52.46%,50.90%,44.05%,47.44%,53.15%,54.46%,47.69%,42.46%,46.16%,44.16%
    └─ Raw material cost,200,200,180,185,133,181,211,276,269,233,244,252
    └─ Change in inventory,-0,-3,6,-11,0,-18,-0,-0,1,-7,2,7
  └─ Manufacturing Cost %,20.14%,18.06%,17.26%,20.65%,23.73%,21.73%,18.22%,16.96%,16.31%,17.28%,17.90%,0.00%
  └─ Employee Cost %,7.95%,8.82%,9.34%,11.07%,12.74%,11.98%,10.45%,9.41%,8.99%,10.72%,9.42%,9.46%
  └─ Other Cost %,8.67%,7.66%,10.92%,8.91%,9.50%,8.38%,6.83%,6.46%,6.93%,6.30%,6.90%,23.19%
Operating Profit,24,36,36,29,30,36,45,64,114,124,105,136
OPM %,7%,10%,10%,8%,10%,10%,11%,13%,20%,23%,20%,23%
Other Income,2,2,9,5,1,2,1,5,4,11,23,12
  └─ Exceptional items,-0.15,0.01,0.00,0.02,0.17,0.00,0.00,0.00,2.97,-0.57,11.81,-1.05
  └─ Other income normal,2.10,2.31,9.05,4.57,0.75,1.61,1.44,4.58,0.82,11.19,11.53,12.65
Interest,10,8,7,7,9,8,6,5,4,3,2,1
Depreciation,14,13,14,15,15,16,16,14,14,15,14,15
Profit before tax,1,18,24,12,7,13,25,49,99,116,112,132
Tax %,358%,53%,49%,61%,33%,8%,29%,29%,25%,28%,25%,26%
Net Profit,-4,9,12,5,5,12,18,35,74,84,84,97
  └─ Minority share,2,2,2,-0,-1,-1,-1,-2,-4,-1,-0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,2,-0,9,-1
  └─ Profit excl Excep,-4,9,12,5,5,12,18,35,72,85,75,98
  └─ Profit for PE,-2,11,14,4,3,11,17,33,68,83,75,98
  └─ Profit for EPS,-1,11,14,4,3,11,17,33,70,83,84,97
  └─ Profit Growth %,74%,783%,32%,-69%,-23%,230%,55%,89%,107%,22%,-10%,31%
EPS in Rs,-1.56,11.82,15.61,4.90,3.82,12.38,19.15,36.26,77.44,91.02,92.45,107.10
Dividend Payout %,-64%,21%,16%,51%,39%,20%,16%,11%,10%,7%,9%,7%
