Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,312,299,322,304,324,311,258,431,387,383,425,401
  └─ Sales Growth %,19.18%,-4.03%,7.47%,-5.51%,6.63%,-4.12%,-17.09%,67.13%,-10.09%,-1.07%,10.90%,-5.60%
Expenses,262,238,267,251,272,260,201,349,331,325,333,363
  └─ Material Cost %,47.82%,40.87%,41.83%,49.65%,53.00%,46.07%,40.96%,48.45%,51.87%,52.16%,44.86%,45.05%
    └─ Raw material cost,165,133,124,135,177,144,111,236,195,186,201,174
    └─ Change in inventory,-16,-10,11,16,-5,-1,-5,-27,6,14,-10,7
  └─ Manufacturing Cost %,19.89%,23.53%,25.54%,18.95%,19.01%,22.29%,23.81%,19.26%,18.37%,20.15%,19.77%,0.00%
  └─ Employee Cost %,8.70%,7.74%,7.53%,5.41%,4.03%,4.81%,4.73%,4.04%,4.33%,5.11%,5.03%,6.10%
  └─ Other Cost %,7.68%,7.32%,8.13%,8.42%,7.85%,10.48%,8.32%,9.17%,10.76%,7.29%,8.69%,39.25%
Operating Profit,50,62,55,53,52,51,57,82,57,59,92,39
OPM %,16%,21%,17%,18%,16%,16%,22%,19%,15%,15%,22%,10%
Other Income,12,11,27,20,17,18,16,12,10,21,23,-20
  └─ Exceptional items,0,0,0,9,0,0,0,0,0,0,-2,-77
  └─ Other income normal,12,11,27,11,17,18,16,12,10,21,25,57
Interest,6,6,8,8,9,12,12,4,5,7,12,8
Depreciation,14,15,20,20,22,25,26,27,30,28,25,25
Profit before tax,40,51,54,45,38,32,35,64,32,45,79,-15
Tax %,30%,11%,36%,47%,34%,8%,25%,28%,34%,27%,21%,-14%
Net Profit,28,45,34,24,26,29,27,46,21,33,62,-13
  └─ Minority share,-0,-0,-0,-0,-0,0,-0,-0,-0,0,0,0
  └─ Exceptional items AT,0,0,0,5,0,0,0,0,0,0,-1,-77
  └─ Profit excl Excep,28,45,34,19,25,29,27,46,21,33,64,64
  └─ Profit for PE,28,45,34,19,25,29,26,46,21,33,64,63
  └─ Profit for EPS,28,45,34,24,25,29,26,46,21,33,62,-13
  └─ Profit Growth %,3%,61%,-24%,-44%,33%,16%,-11%,76%,-54%,54%,94%,-1%
EPS in Rs,3.35,5.39,4.08,2.89,3.04,3.52,3.14,5.54,2.56,3.94,7.47,-1.57
Dividend Payout %,24%,19%,27%,38%,36%,0%,0%,36%,0%,0%,40%,-127%
