Metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,85,87,134,164,171,199,218
  └─ Sales Growth %,,1.99%,54.30%,22.60%,4.35%,16.69%,9.40%
Expenses,78,80,118,142,141,172,191
  └─ Material Cost %,53%,54%,58%,59%,55%,58%,56%
    └─ Raw material cost,48,52,82,101,96,121,130
    └─ Change in inventory,-3,-5,-4,-4,-2,-6,-8
  └─ Manufacturing Cost %,12%,10%,12%,9%,6%,7%,0%
  └─ Employee Cost %,17%,14%,10%,12%,11%,11%,13%
  └─ Other Cost %,11%,13%,8%,7%,11%,11%,18%
Operating Profit,6,7,16,21,30,27,27
OPM %,8%,8%,12%,13%,17%,14%,13%
Other Income,4,1,1,2,0,3,7
  └─ Exceptional items,-0.01,0.04,0.00,0.00,-0.82,-0.09,0.00
  └─ Other income normal,3.77,1.22,1.05,1.76,0.98,3.15,6.99
Interest,9,7,7,9,9,10,14
Depreciation,4,4,3,4,6,6,7
Profit before tax,-3,-3,7,10,15,14,14
Tax %,2%,29%,30%,30%,21%,27%,25%
Net Profit,-3,-4,5,7,12,10,10
  └─ Exceptional items AT,-0.01,0.04,0.00,0.00,-0.59,-0.07,0.00
  └─ Profit excl Excep,-3.27,-3.56,4.64,7.34,12.28,10.50,10.33
  └─ Profit for PE,-3.27,-3.56,4.64,7.34,12.28,10.50,10.33
  └─ Profit for EPS,-3.28,-3.52,4.64,7.34,11.69,10.43,10.33
  └─ Profit Growth %,,-8.87%,230.34%,58.19%,67.30%,-14.50%,-1.62%
EPS in Rs,-5.48,-5.60,7.07,11.19,8.07,5.36,5.30
Dividend Payout %,0%,0%,0%,0%,12%,19%,19%
