Metric,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,568,607,644,787,991
  └─ Sales Growth %,,6.93%,6.06%,22.20%,25.91%
Expenses,485,514,526,610,711
  └─ Material Cost %,62.97%,63.66%,57.48%,52.84%,43.02%
    └─ Raw material cost,379,368,375,430,436
    └─ Change in inventory,-22,18,-5,-14,-10
  └─ Manufacturing Cost %,10.69%,8.64%,9.49%,9.08%,3.33%
  └─ Employee Cost %,7.69%,7.95%,8.97%,10.28%,11.07%
  └─ Other Cost %,4.13%,4.41%,5.73%,5.30%,14.33%
Operating Profit,82,93,118,177,280
OPM %,15%,15%,18%,22%,28%
Other Income,9,4,6,2,8
  └─ Exceptional items,0.03,-0.01,0.04,0.05,0.00
  └─ Other income normal,8.80,4.50,6.45,2.27,7.78
Interest,18,19,19,18,16
Depreciation,27,33,36,42,49
Profit before tax,47,45,70,119,223
Tax %,24%,22%,18%,22%,24%
Net Profit,35,35,57,93,170
  └─ Exceptional items AT,0,-0,0,0,0
  └─ Profit excl Excep,35,35,57,93,170
  └─ Profit for PE,35,35,57,93,170
  └─ Profit for EPS,35,35,57,93,170
  └─ Profit Growth %,,-0%,63%,63%,83%
EPS in Rs,7.68,7.66,12.49,20.26,36.97
Dividend Payout %,0%,0%,8%,10%,0%
