Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,11.81,74.21,26.80,10.16,9.01,19.64,12.47,4.83,12.85
  └─ Sales Growth %,,528%,-64%,-62%,-11%,118%,-37%,-61%,166%
Expenses,11.82,65.82,28.23,9.72,9.06,19.93,12.92,8.84,14.55
  └─ Material Cost %,100%,86%,73%,79%,83%,97%,90%,99%,102%
    └─ Raw material cost,11.79,57.29,19.58,5.42,7.30,18.53,11.45,4.52,13.16
    └─ Change in inventory,0.00,6.77,0.00,2.57,0.20,0.60,-0.24,0.24,0.00
  └─ Employee Cost %,0%,0%,1%,1%,2%,1%,3%,8%,2%
  └─ Other Cost %,0%,2%,32%,16%,15%,3%,11%,77%,9%
Operating Profit,-0.01,8.39,-1.43,0.44,-0.05,-0.29,-0.45,-4.01,-1.70
OPM %,-0.08%,11.31%,-5.34%,4.33%,-0.55%,-1.48%,-3.61%,-83.02%,-13.23%
Other Income,-0.64,0.64,0.40,0.64,2.27,1.74,2.40,5.79,2.54
  └─ Exceptional items,-0.64,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00
  └─ Other income normal,0.00,0.64,0.40,0.64,1.62,1.74,2.40,5.79,2.54
Interest,0.00,0.69,0.24,0.10,0.01,0.01,0.00,0.00,0.00
Depreciation,0.01,4.10,3.66,1.70,0.98,0.30,0.52,0.52,0.52
Profit before tax,-0.66,4.24,-4.93,-0.72,1.23,1.14,1.43,1.26,0.32
Tax %,0.00%,5.19%,-8.32%,-2.78%,65.85%,21.05%,33.57%,87.30%,25.00%
Net Profit,-0.66,4.02,-4.51,-0.69,0.42,0.90,0.96,0.17,0.25
  └─ Exceptional items AT,-0.64,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-0.02,4.02,-4.51,-0.69,0.20,0.90,0.96,0.17,0.25
  └─ Profit for PE,-0.02,4.02,-4.51,-0.69,0.20,0.90,0.96,0.17,0.25
  └─ Profit for EPS,-0.66,4.02,-4.51,-0.69,0.42,0.90,0.96,0.17,0.25
  └─ Profit Growth %,,20200.00%,-212.19%,84.70%,128.99%,350.00%,6.67%,-82.29%,47.06%
EPS in Rs,-0.08,0.51,-0.57,-0.09,0.05,0.03,0.04,0.01,0.01
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
