Metric,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,448,666,1243,1677,2222,2332,2864,3288,4768
  └─ Sales Growth %,,48.71%,86.71%,34.94%,32.52%,4.93%,22.82%,14.79%,45.04%
Expenses,40,109,53,252,209,231,425,397,1706
  └─ Material Cost %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,27.49%
    └─ Raw material cost,0,0,0,0,0,0,0,0,1311
  └─ Manufacturing Cost %,0.00%,0.00%,4.37%,4.27%,4.13%,2.44%,2.82%,3.93%,0.00%
  └─ Employee Cost %,0.00%,0.00%,0.01%,0.85%,1.32%,1.54%,3.78%,2.01%,1.68%
  └─ Other Cost %,8.92%,16.36%,-0.10%,9.92%,3.94%,5.91%,8.23%,6.14%,6.61%
Operating Profit,408,557,1190,1425,2013,2101,2439,2891,3062
OPM %,91%,84%,96%,85%,91%,90%,85%,88%,64%
Other Income,13,8,36,35,52,82,123,149,183
  └─ Exceptional items,0,1,0,-4,-1,36,57,60,0
  └─ Other income normal,13,8,36,39,52,46,66,90,183
Interest,101,230,415,687,1050,1011,1308,1495,1651
Depreciation,116,181,310,430,665,704,939,1101,1145
Profit before tax,204,155,500,342,349,469,315,444,449
Tax %,-3%,0%,-1%,2%,2%,1%,6%,8%,11%
Net Profit,210,154,506,334,343,466,296,410,399
  └─ Minority share,-0,-0,-0,-1,5,-10,-11,-12,-5
  └─ Exceptional items AT,-0,1,-0,-4,-1,35,54,55,-0
  └─ Profit excl Excep,210,153,506,338,344,430,243,356,399
  └─ Profit for PE,210,153,506,338,349,421,234,345,394
  └─ Profit for EPS,210,154,506,334,348,456,285,398,394
  └─ Profit Growth %,,-27%,230%,-33%,3%,21%,-45%,48%,14%
EPS in Rs,6.18,4.52,7.22,4.77,4.98,6.51,3.64,4.77,4.14
Dividend Payout %,129%,221%,126%,194%,241%,48%,95%,86%,416%
