Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,3605,4094,3505,4457,4614,4905,4048,5733,7827,9467,11432,13006
  └─ Sales Growth %,,13.57%,-14.40%,27.17%,3.52%,6.30%,-17.47%,41.64%,36.52%,20.94%,20.76%,13.77%
Expenses,3383,3874,3375,4300,4353,4642,3822,5292,7027,8051,9366,10741
  └─ Material Cost %,58%,61%,54%,56%,56%,50%,46%,47%,57%,54%,40%,56%
    └─ Raw material cost,2089,2492,1882,2475,2597,2453,1882,2693,4446,5082,4531,7339
  └─ Manufacturing Cost %,7%,8%,12%,16%,18%,24%,25%,27%,19%,19%,25%,0%
  └─ Employee Cost %,19%,18%,20%,20%,15%,16%,16%,14%,10%,9%,9%,8%
  └─ Other Cost %,9%,7%,10%,5%,6%,5%,7%,4%,4%,3%,9%,19%
Operating Profit,222,221,129,157,261,263,226,441,801,1416,2066,2266
OPM %,6%,5%,4%,4%,6%,5%,6%,8%,10%,15%,18%,17%
Other Income,563,761,766,565,617,546,448,396,687,1101,1121,1139
  └─ Exceptional items,-0,0,0,-0,-0,-12,-126,-13,1,1,1,0
  └─ Other income normal,563,761,766,565,617,558,574,409,686,1100,1120,1139
Interest,8,16,17,20,36,13,11,14,9,9,10,72
Depreciation,31,44,39,52,64,69,60,75,76,83,115,97
Profit before tax,746,922,839,650,778,727,604,749,1403,2425,3062,3237
Tax %,34%,39%,37%,39%,40%,48%,25%,25%,25%,25%,26%,25%
Net Profit,516,596,585,496,532,471,514,611,1119,1937,2414,2578
  └─ Profit from Associates,24,34,60,103,62,93,60,48,73,128,136,156
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,5
  └─ Exceptional items AT,-0,0,0,-0,-0,-6,-95,-9,1,1,1,0
  └─ Profit excl Excep,516,596,585,496,533,477,609,620,1118,1936,2413,2578
  └─ Profit for PE,516,596,585,496,533,477,609,620,1118,1936,2413,2583
  └─ Profit for EPS,516,596,585,496,532,471,514,611,1119,1937,2414,2583
  └─ Profit Growth %,,15%,-2%,-15%,7%,-10%,28%,2%,80%,73%,25%,7%
EPS in Rs,129.59,149.63,117.49,11.07,11.88,11.66,12.74,15.14,27.74,48.02,59.83,64.04
Dividend Payout %,19%,17%,34%,49%,19%,46%,28%,29%,29%,29%,29%,28%
