Metric,Mar 2007,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,66,117,150,144,193,311,305,801,662,624,430,455
  └─ Sales Growth %,81.34%,77.38%,27.79%,-3.90%,34.13%,60.79%,-1.88%,,-17.44%,-5.68%,-31.07%,5.86%
Expenses,48,80,106,113,153,241,246,657,640,595,450,422
  └─ Material Cost %,18.85%,22.08%,22.70%,23.94%,12.38%,16.43%,13.61%,15.47%,15.09%,13.39%,18.11%,14.96%
    └─ Raw material cost,14,25,32,36,41,43,50,128,109,88,65,69
    └─ Change in inventory,-2,1,2,-1,-17,8,-9,-5,-10,-4,12,-1
  └─ Manufacturing Cost %,40.94%,32.62%,35.96%,38.67%,44.55%,37.92%,43.53%,59.16%,73.27%,73.21%,74.49%,46.46%
  └─ Employee Cost %,4.56%,6.27%,5.41%,6.71%,5.92%,4.71%,5.24%,4.25%,5.73%,5.95%,8.32%,7.58%
  └─ Other Cost %,8.01%,7.19%,6.68%,9.25%,16.06%,18.40%,18.41%,3.14%,2.67%,2.83%,3.64%,23.64%
Operating Profit,18,37,44,31,41,70,59,144,21,29,-20,34
OPM %,28%,32%,29%,21%,21%,23%,19%,18%,3%,5%,-5%,7%
Other Income,0,0,-4,4,4,3,1,3,3,1,2,2
  └─ Exceptional items,-0.03,0.00,-4.01,0.00,-0.01,0.00,-0.04,0.45,0.17,0.14,0.11,0.00
  └─ Other income normal,0.24,0.30,0.27,3.62,4.42,2.78,0.94,2.65,2.50,0.98,1.57,1.70
Interest,4,7,7,7,28,36,37,30,34,32,33,31
Depreciation,3,5,6,6,16,17,17,58,54,48,46,34
Profit before tax,12,25,27,22,2,20,6,59,-64,-50,-97,-30
Tax %,0%,30%,37%,43%,53%,13%,32%,29%,-9%,-22%,-16%,-12%
Net Profit,12,18,17,12,1,17,4,42,-58,-39,-81,-26
  └─ Profit from Associates,0,0,0,0,0,0,1,0,0,0,0,0
  └─ Minority share,0,0,0,0,0,0,0,-1,0,0,0,-2
  └─ Exceptional items AT,-0,0,-3,0,-0,0,-0,0,0,0,0,0
  └─ Profit excl Excep,12,18,19,12,1,17,4,42,-59,-39,-81,-26
  └─ Profit for PE,12,18,19,12,1,17,4,41,-58,-39,-81,-29
  └─ Profit for EPS,12,18,17,12,1,17,4,41,-58,-39,-81,-29
  └─ Profit Growth %,58450%,51%,10%,-37%,-94%,2251%,-75%,,-242%,33%,-106%,64%
EPS in Rs,3.07,4.65,4.44,3.22,0.19,4.52,1.14,10.93,-19.79,-13.30,-27.51,-9.80
Dividend Payout %,16%,16%,16%,15%,204%,13%,0%,18%,0%,0%,0%,0%
