Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,651.74,488.71,688.16,712.48,726.75,19.03,27.64,17.25,5.62,0.85,2.58,3.44
  └─ Sales Growth %,-4.14%,-25.01%,40.81%,3.53%,2.00%,-97.38%,45.24%,-37.59%,-67.42%,-84.88%,203.53%,33.33%
Expenses,584.36,422.80,583.57,602.96,654.48,19.87,27.61,17.83,5.58,0.55,0.80,1.56
  └─ Material Cost %,41.66%,35.07%,77.77%,30.85%,31.03%,93.17%,95.26%,95.94%,63.17%,0.00%,0.00%,0.58%
    └─ Raw material cost,273.84,164.64,535.17,210.59,227.79,14.49,26.45,15.48,3.55,0.00,0.00,0.02
    └─ Change in inventory,-2.30,6.76,-0.02,9.23,-2.30,3.24,-0.12,1.07,0.00,0.00,0.00,0.00
  └─ Manufacturing Cost %,41.70%,42.54%,0.23%,45.89%,51.13%,2.00%,1.09%,0.70%,0.18%,0.00%,0.00%,0.00%
  └─ Employee Cost %,4.43%,5.67%,4.58%,4.89%,5.16%,3.57%,1.01%,1.39%,5.16%,32.94%,8.91%,11.63%
  └─ Other Cost %,1.86%,3.23%,2.22%,2.99%,2.73%,5.68%,2.53%,5.33%,30.78%,31.76%,22.09%,33.14%
Operating Profit,67.38,65.91,104.59,109.52,72.27,-0.84,0.03,-0.58,0.04,0.30,1.78,1.88
OPM %,10.34%,13.49%,15.20%,15.37%,9.94%,-4.41%,0.11%,-3.36%,0.71%,35.29%,68.99%,54.65%
Other Income,8.67,6.93,122.42,-8.61,-277.16,-5.78,-5.12,-393.17,-54.56,-24.96,72.57,2.30
  └─ Exceptional items,0.00,0.00,103.86,-16.30,-291.73,-8.36,-6.69,-394.48,-55.43,-25.85,72.10,1.16
  └─ Other income normal,8.67,6.93,18.56,7.69,14.57,2.58,1.57,1.31,0.87,0.89,0.47,1.14
Interest,11.58,11.92,17.57,16.16,26.68,2.16,2.02,3.11,0.03,0.07,1.74,1.78
Depreciation,27.84,32.71,39.24,40.82,36.95,0.93,0.98,2.69,0.57,0.39,0.32,0.25
Profit before tax,36.63,28.21,170.20,43.93,-268.52,-9.71,-8.09,-399.55,-55.12,-25.12,72.29,2.15
Tax %,11.98%,20.38%,0.31%,10.88%,-0.20%,0.51%,0.99%,-0.25%,0.69%,-0.08%,0.00%,0.00%
Net Profit,32.25,22.46,169.69,39.51,-286.89,-25.02,-22.27,-413.30,-64.34,-209.12,72.29,2.15
  └─ Profit from Associates,0,0,0,0,-19,-15,-14,-15,-9,-184,0,0
  └─ Minority share,-3,-2,-71,-2,4,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,104,-15,-292,-8,-7,-394,-56,-26,72,1
  └─ Profit excl Excep,32,22,66,54,5,-17,-16,-19,-9,-183,0,1
  └─ Profit for PE,29,20,38,51,5,-17,-16,-19,-9,-183,0,1
  └─ Profit for EPS,29,20,98,37,-283,-25,-22,-413,-64,-209,72,2
  └─ Profit Growth %,-27%,-31%,90%,33%,-91%,-450%,7%,-20%,55%,-2044%,100%,421%
EPS in Rs,4.29,2.73,13.28,3.92,-29.87,-2.64,-2.35,-43.61,-6.79,-22.06,7.63,0.22
Dividend Payout %,4.66%,0.00%,1.51%,5.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
