Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,520,553,603,550,774,771,834,722,955,838,970,1045
  └─ Sales Growth %,-18.97%,6.20%,9.16%,-8.90%,40.85%,-0.41%,8.14%,-13.43%,32.32%,-12.29%,15.82%,7.68%
Expenses,518,568,575,556,905,1031,843,710,927,786,921,974
  └─ Material Cost %,28%,41%,43%,31%,30%,50%,62%,62%,67%,62%,68%,70%
    └─ Raw material cost,288,243,351,435,448,492,492,477,494,570,665,768
    └─ Change in inventory,-144,-16,-90,-263,-217,-110,28,-31,150,-47,-7,-41
  └─ Manufacturing Cost %,42%,34%,29%,46%,52%,32%,14%,18%,15%,7%,9%,0%
  └─ Employee Cost %,14%,13%,12%,11%,10%,11%,9%,10%,9%,12%,12%,13%
  └─ Other Cost %,16%,15%,10%,13%,24%,42%,16%,8%,5%,13%,7%,11%
Operating Profit,2,-15,29,-6,-131,-260,-9,12,28,52,50,71
OPM %,0%,-3%,5%,-1%,-17%,-34%,-1%,2%,3%,6%,5%,7%
Other Income,21,3,32,107,100,121,127,230,562,1041,154,324
  └─ Exceptional items,-13,-1,-15,-0,2,-3,-10,40,6,855,-20,-9
  └─ Other income normal,34,3,47,107,98,124,137,190,556,186,174,334
Interest,34,39,66,119,113,160,202,264,248,282,262,243
Depreciation,8,8,15,20,21,25,29,23,27,27,29,30
Profit before tax,-19,-60,-20,-38,-165,-325,-113,-45,314,784,-88,122
Tax %,57%,-36%,1%,9%,-11%,22%,-13%,-22%,1%,9%,8%,13%
Net Profit,-26,-38,-20,-41,-148,-396,-98,-35,309,713,-94,106
  └─ Profit from Associates,3,0,0,0,0,0,0,0,0,0,0,0
  └─ Minority share,0,-6,-6,10,19,29,12,-1,1,1,1,2
  └─ Exceptional items AT,-6,-1,-12,-0,2,-2,-10,40,6,784,-19,-8
  └─ Profit excl Excep,-21,-38,-8,-41,-150,-394,-88,-75,303,-71,-76,114
  └─ Profit for PE,-21,-43,-14,-31,-130,-365,-77,-76,304,-70,-75,116
  └─ Profit for EPS,-26,-44,-26,-31,-128,-367,-86,-36,311,714,-93,108
  └─ Profit Growth %,-34%,-110%,68%,-123%,-320%,-180%,79%,2%,501%,-123%,-6%,255%
EPS in Rs,-8.93,-14.96,-8.80,-10.56,-43.68,-124.81,-29.20,-12.19,104.30,239.72,-31.30,36.25
Dividend Payout %,-11%,-7%,-11%,-9%,-2%,-1%,-7%,-8%,1%,0%,-3%,3%
