Metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Sales,7622,6809,6396,8358,10146,8056,6336,10461,12910,15682,15123,16812
  └─ Sales Growth %,13.70%,-10.67%,-6.07%,30.67%,21.39%,-20.60%,-21.35%,65.10%,23.41%,21.47%,-3.57%,11.17%
Expenses,6232,5397,5276,6635,8098,6984,5504,8478,11174,13121,12431,13894
  └─ Material Cost %,37.82%,37.71%,38.08%,39.26%,41.54%,44.40%,41.57%,40.30%,46.18%,47.05%,43.61%,45.14%
    └─ Raw material cost,2865,2712,2484,3408,4590,3524,2654,4806,6231,7383,6671,7857
    └─ Change in inventory,18,-144,-49,-126,-375,52,-20,-590,-270,-4,-77,-267
  └─ Manufacturing Cost %,24.11%,18.49%,18.06%,17.54%,16.97%,16.89%,18.05%,17.56%,17.76%,16.15%,16.50%,0.00%
  └─ Employee Cost %,11.88%,13.46%,14.57%,13.04%,12.29%,14.85%,16.92%,14.01%,12.46%,11.88%,12.41%,12.51%
  └─ Other Cost %,7.95%,9.59%,11.76%,9.55%,9.01%,10.56%,10.32%,9.17%,10.16%,8.57%,9.69%,24.99%
Operating Profit,1390,1413,1121,1723,2048,1072,832,1983,1737,2562,2692,2917
OPM %,18%,21%,18%,21%,20%,13%,13%,19%,13%,16%,18%,17%
Other Income,226,148,391,46,199,109,-138,288,124,217,55,44
  └─ Exceptional items,47,-7,130,-87,23,-40,-247,205,99,49,-17,-154
  └─ Other income normal,179,155,262,133,176,149,110,83,25,168,72,199
Interest,136,116,100,107,127,171,108,160,299,491,417,323
Depreciation,362,453,452,467,521,548,612,730,736,848,874,971
Profit before tax,1118,992,960,1196,1599,462,-25,1381,827,1439,1456,1667
Tax %,32%,32%,26%,37%,35%,24%,399%,22%,39%,37%,37%,35%
Net Profit,760,675,711,754,1033,349,-127,1077,508,910,913,1089
  └─ Minority share,3,3,-6,8,-0,1,1,5,20,41,28,-10
  └─ Exceptional items AT,32,-5,93,-55,15,-24,-349,153,52,29,-10,-101
  └─ Profit excl Excep,728,680,618,809,1018,374,222,924,457,881,923,1190
  └─ Profit for PE,731,683,612,817,1018,374,221,929,477,922,951,1180
  └─ Profit for EPS,763,678,705,762,1032,350,-126,1082,528,951,941,1080
  └─ Profit Growth %,62%,-6%,-10%,33%,25%,-63%,-41%,321%,-49%,93%,3%,24%
EPS in Rs,16.38,14.57,15.13,16.38,22.17,7.51,-2.71,23.23,11.35,20.43,19.69,22.58
Dividend Payout %,23%,26%,25%,27%,23%,47%,-74%,30%,62%,44%,43%,38%
